Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,45,45,45,45,45,45,45,45
Reserves,454,483,619,696,725,804,813,895
Borrowings,336,347,320,335,292,218,252,239
  └─ Long term Borrowings,187,165,237,213,208,146,147,149
  └─ Short term Borrowings,79,122,30,123,85,72,102,87
  └─ Lease Liabilities,0,0,0,0,0,0,4,3
  └─ Other Borrowings,70,60,54,-0,0,0,-0,
Other Liabilities,260,278,314,394,444,472,524,395
  └─ Trade Payables,72,66,73,71,90,90,151,63
  └─ Advance from Customers,18,27,26,25,32,27,27,
  └─ Other liability items,169,185,214,299,323,355,346,332
Total Liabilities,1095,1153,1299,1471,1506,1539,1635,1574
Fixed Assets,658,695,820,802,1006,1000,953,1121
  └─ Land,49.66,58.13,78.27,80.82,85.80,90.41,96.16,
  └─ Building,113.23,138.30,165.81,172.11,221.20,230.35,230.47,
  └─ Plant Machinery,520.76,561.09,697.10,711.97,885.70,911.20,912.97,
  └─ Equipments,1.55,2.39,3.12,3.73,3.98,4.37,4.79,
  └─ Furniture n fittings,25.43,26.47,26.62,27.02,28.69,28.69,28.91,
  └─ Railway sidings,5.21,5.21,5.21,5.21,5.21,5.21,5.21,
  └─ Vehicles,47.58,50.76,52.09,55.18,57.03,46.17,40.41,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,10.05,10.05,10.05
  └─ Other fixed assets,0.01,0.00,0.01,0.00,0.01,0.00,0.01,
  └─ Gross Block,763.43,842.35,1028.23,1056.04,1287.62,1326.45,1328.98,
  └─ Accumulated Depreciation,105.03,147.06,208.54,254.48,281.65,326.18,376.22,
CWIP,90,90,61,171,28,39,148,2
Investments,0,0,0,20,5,4,4,0
Other Assets,346,368,419,477,467,496,530,451
  └─ Inventories,85,110,105,129,150,177,248,148
  └─ Trade receivables,151,143,104,171,142,143,136,118
    └─ Receivables over 6m,151,0,0,0,0,17,9,
    └─ Receivables under 6m,0,143,104,175,161,125,127,
    └─ Prov for Doubtful,0,0,0,-4,-19,0,0,
  └─ Cash Equivalents,22,19,68,11,40,54,22,10
  └─ Loans n Advances,38,35,31,83,33,37,33,66
  └─ Other asset items,51,62,110,84,102,85,91,108
Total Assets,1095,1153,1299,1471,1506,1539,1635,1574
