Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,17,17,17,18,19,19,19,20
Reserves,-2,-2,-1,-1,3,12,13,27,31
Borrowings,0,16,17,18,18,22,27,31,34
  └─ Long term Borrowings,0.13,11.69,9.82,10.53,13.30,13.27,14.37,22.84,27.18
  └─ Short term Borrowings,0.12,4.09,6.70,7.41,4.88,8.61,12.82,7.92,6.74
  └─ Other Borrowings,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,3,5,7,11,8,18,18,21,27
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.00,2.67,2.94,2.39
  └─ Trade Payables,0.93,2.14,3.06,7.07,3.54,13.10,13.81,15.93,20.32
  └─ Advance from Customers,2.16,0.08,0.00,0.08,0.00,0.00,0.00,0.02,
  └─ Other liability items,0.01,3.00,3.61,3.87,4.83,4.52,1.30,2.29,4.25
Total Liabilities,6,36,39,45,48,71,78,99,112
Fixed Assets,0,7,8,9,9,11,12,13,13
  └─ Land,0.00,3.42,3.85,3.85,3.85,0.00,3.79,3.79,
  └─ Building,0.00,0.00,0.00,1.65,1.68,0.00,2.10,2.10,
  └─ Plant Machinery,0.34,1.68,1.83,1.84,1.84,0.00,3.51,3.51,
  └─ Equipments,0.30,0.39,0.55,0.65,0.66,0.00,0.27,0.28,
  └─ Computers,0.06,0.09,0.10,0.12,0.13,0.00,0.14,0.19,
  └─ Furniture n fittings,0.00,0.01,0.02,0.02,0.03,0.00,0.78,2.14,
  └─ Vehicles,0.00,0.56,0.73,0.59,0.76,0.00,0.93,0.87,
  └─ Intangible Assets,0.00,2.30,2.30,2.30,2.30,3.16,3.16,3.16,3.44
  └─ Other fixed assets,0.00,0.00,-0.01,0.00,-0.01,8.22,0.33,0.33,
  └─ Gross Block,0.70,8.45,9.37,11.02,11.24,11.38,15.01,16.37,
  └─ Accumulated Depreciation,0.56,1.14,1.52,1.81,2.07,0.00,2.79,3.53,
CWIP,0,0,2,1,1,1,1,2,4
Investments,0,3,1,1,0,0,0,0,0
Other Assets,6,25,28,34,38,58,64,84,95
  └─ Inventories,0.53,5.96,7.88,8.94,9.46,13.76,17.39,18.66,17.57
  └─ Trade receivables,0.98,9.98,11.25,14.72,13.33,23.25,19.96,26.08,38.46
  └─ Cash Equivalents,0.11,0.53,0.70,0.91,0.96,1.06,0.91,1.00,0.20
  └─ Loans n Advances,4.53,5.46,4.75,5.78,5.71,10.27,16.00,10.98,18.43
  └─ Other asset items,0.19,3.54,3.43,3.69,8.09,9.54,9.65,27.08,20.15
Total Assets,6,36,39,45,48,71,78,99,112
