Metric,Mar 2016,Mar 2017,Mar 2018
Equity Capital,5,5,5
Reserves,9,44,39
Borrowings,52,56,56
  └─ Long term Borrowings,7.65,5.49,3.83
  └─ Short term Borrowings,43.56,47.88,49.63
  └─ Other Borrowings,1.28,2.16,2.08
Other Liabilities,49,61,63
  └─ Trade Payables,43,50,52
  └─ Advance from Customers,1,2,2
  └─ Other liability items,5,9,9
Total Liabilities,115,165,162
Fixed Assets,14,16,16
  └─ Land,0.32,1.80,1.80
  └─ Building,7.53,3.68,3.72
  └─ Plant Machinery,23.58,9.92,10.43
  └─ Equipments,0.00,0.50,0.81
  └─ Computers,2.23,0.00,0.00
  └─ Furniture n fittings,1.38,0.39,1.04
  └─ Vehicles,2.14,0.94,1.30
  └─ Other fixed assets,0.85,0.53,0.59
  └─ Gross Block,38.03,17.76,19.69
  └─ Accumulated Depreciation,24.23,1.80,3.69
CWIP,0,0,0
Investments,8,44,44
Other Assets,93,105,102
  └─ Inventories,52,62,60
  └─ Trade receivables,21,20,21
  └─ Cash Equivalents,0,0,1
  └─ Loans n Advances,6,8,7
  └─ Other asset items,14,14,13
Total Assets,115,165,162
