Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2024,Mar 2025,Mar 2026,Mar 2013
Equity Capital,14,14,14,14,14,14,14,14,14,14,17,17,
Reserves,155,189,203,221,231,248,234,224,268,459,490,537,
Borrowings,19,0,0,36,81,65,82,29,2,45,2,3,
  └─ Long term Borrowings,8.90,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.60,1.08,0.84,0.58,
  └─ Short term Borrowings,8.42,0.06,0.03,35.64,81.32,64.99,81.91,28.00,0.08,41.99,0.25,0.27,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,1.53,1.62,1.32,2.10,
  └─ Other Borrowings,1.26,0.30,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Other Liabilities,93,82,118,107,102,103,108,108,109,163,184,274,
  └─ Trade Payables,55,41,81,73,75,67,73,77,78,85,125,194,
  └─ Advance from Customers,9,5,3,6,4,4,2,8,5,2,2,,
  └─ Other liability items,29,36,34,28,23,32,33,23,26,76,58,81,
Total Liabilities,280,285,335,378,428,429,437,375,393,681,694,832,
Fixed Assets,77,97,100,102,103,116,125,117,117,157,197,204,
  └─ Land,2.41,2.40,2.40,2.18,1.82,3.46,3.69,3.68,7.06,21.74,25.25,,
  └─ Building,63.97,67.96,75.19,65.99,74.30,78.61,82.27,80.54,79.74,93.96,113.64,,
  └─ Plant Machinery,0.00,125.44,128.11,133.03,135.03,144.37,156.67,145.66,145.79,176.08,193.93,,
  └─ Equipments,13.14,9.59,9.96,10.65,10.84,11.88,12.16,12.07,12.56,15.31,16.00,,
  └─ Computers,121.72,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.54,1.50,2.14,,
  └─ Furniture n fittings,16.58,16.78,18.25,19.27,19.32,21.39,22.34,23.08,23.84,27.06,33.50,,
  └─ Vehicles,5.63,4.52,3.56,3.88,3.56,3.68,4.37,3.83,4.88,14.43,13.84,,
  └─ Intangible Assets,16.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,
  └─ Other fixed assets,4.49,4.62,4.76,17.92,15.74,16.81,17.62,16.59,17.30,26.75,26.00,,
  └─ Gross Block,244.22,231.31,242.23,252.92,260.61,280.20,299.12,285.56,291.71,376.83,424.30,,
  └─ Accumulated Depreciation,166.87,133.95,142.18,150.63,157.29,164.49,173.65,168.27,174.24,219.68,227.67,,
CWIP,2,2,1,4,1,1,0,3,7,25,4,3,
Investments,14,6,12,11,2,4,4,11,20,39,32,47,
Other Assets,188,179,222,261,322,309,308,244,248,459,461,577,
  └─ Inventories,52,43,43,48,54,52,62,62,90,145,127,152,
  └─ Trade receivables,78,83,120,77,92,85,130,105,93,180,193,232,
    └─ Receivables over 6m,12,10,10,0,0,0,0,0,0,46,46,,6
    └─ Receivables under 6m,66,75,111,78,94,87,138,124,115,160,177,,67
    └─ Prov for Doubtful,-0,-1,-2,-2,-2,-3,-8,-19,-22,-26,-30,,-0
  └─ Cash Equivalents,22,20,14,22,17,28,7,18,8,47,67,93,
  └─ Loans n Advances,5,6,6,9,13,6,18,8,14,15,17,35,
  └─ Other asset items,31,27,39,106,145,138,91,50,43,72,57,66,
Total Assets,280,285,335,378,428,429,437,375,393,681,694,832,
