Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,28,28,28,28,30,30,33,33,34,34,34,36,
Reserves,58,25,41,47,-11,-206,174,228,262,447,725,1251,
Borrowings,161,177,173,158,808,596,328,481,628,712,942,1153,
  └─ Long term Borrowings,0,0,2,20,587,15,119,229,305,362,633,797,
  └─ Short term Borrowings,144,162,173,118,207,242,57,45,47,35,21,30,
  └─ Lease Liabilities,0,0,0,0,4,133,152,207,276,315,288,326,
  └─ Preference Capital,15,15,0,14,0,0,0,0,0,0,0,0,
  └─ Other Borrowings,2,0,-1,6,10,205,0,0,0,0,0,,
Other Liabilities,385,393,346,346,1605,1886,1768,1911,2078,1607,1371,1854,
  └─ Trade Payables,194,188,143,139,551,548,516,1009,1158,722,556,790,
  └─ Advance from Customers,14,20,15,15,11,17,2,4,3,1,7,,
  └─ Other liability items,177,185,187,193,1043,1322,1251,898,917,884,809,1064,
Total Liabilities,633,623,589,580,2432,2306,2303,2652,3002,2800,3072,4294,
Fixed Assets,90,109,111,114,399,557,622,732,794,808,769,883,
  └─ Land,0,0,0,0,18,19,19,19,0,0,0,,
  └─ Building,1,1,1,1,86,241,307,395,467,343,335,,
  └─ Plant Machinery,33,24,24,25,26,40,41,48,35,22,17,,
  └─ Equipments,32,26,26,26,27,40,42,54,34,30,37,,
  └─ Computers,25,30,39,43,63,126,135,186,213,264,301,,
  └─ Furniture n fittings,8,7,8,8,10,12,12,7,9,16,22,,
  └─ Vehicles,0,0,0,0,13,23,26,30,55,68,69,,
  └─ Intangible Assets,88,105,101,84,248,281,314,347,366,385,388,473,
  └─ Other fixed assets,11,17,18,20,33,0,6,14,17,20,21,,
  └─ Gross Block,198,211,216,207,523,781,903,1100,1195,1149,1188,,
  └─ Accumulated Depreciation,109,102,105,93,123,225,281,368,401,341,420,,
CWIP,0,0,0,0,0,0,0,0,2,0,0,0,
Investments,0,0,0,0,0,0,0,0,30,32,33,0,
Other Assets,543,514,478,467,2032,1749,1681,1920,2175,1960,2271,3410,
  └─ Inventories,26,24,19,31,151,137,149,226,362,246,210,323,
  └─ Trade receivables,247,216,206,208,862,361,240,374,421,386,567,1153,
    └─ Receivables over 6m,159,177,0,0,0,0,166,148,163,154,221,,206
    └─ Receivables under 6m,188,155,320,324,987,495,230,344,398,378,481,,190
    └─ Prov for Doubtful,-101,-115,-113,-115,-125,-134,-156,-117,-140,-146,-135,,-102
  └─ Cash Equivalents,34,36,20,12,263,369,410,311,210,223,229,540,
  └─ Loans n Advances,41,22,20,29,114,125,151,226,175,40,76,40,
  └─ Other asset items,196,216,214,187,642,756,731,782,1007,1064,1189,1354,
Total Assets,633,623,589,580,2432,2306,2303,2652,3002,2800,3072,4294,
