Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,7,7,7,7,15,15,15,16,16,16,16,16,
Reserves,189,208,229,246,269,300,318,397,450,487,527,552,
Borrowings,165,129,106,153,186,322,312,288,332,338,299,345,
  └─ Long term Borrowings,63,56,47,53,148,194,187,134,111,86,82,87,
  └─ Short term Borrowings,89,71,57,100,39,117,86,143,209,239,202,243,
  └─ Lease Liabilities,0,0,0,0,0,10,11,11,13,14,14,15,
  └─ Other Borrowings,13,2,2,0,0,0,28,0,0,0,0,,
Other Liabilities,52,61,77,111,123,163,152,148,155,181,188,177,
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,0,0,
  └─ Trade Payables,24,33,31,37,32,43,46,54,58,75,78,76,
  └─ Other liability items,28,28,45,74,92,120,106,94,98,105,111,100,
Total Liabilities,414,405,419,518,593,799,797,849,953,1022,1030,1089,
Fixed Assets,219,222,234,233,244,249,509,513,559,551,566,543,
  └─ Land,26.27,27.47,12.82,12.84,14.52,25.42,27.95,28.10,29.23,30.49,32.22,,
  └─ Building,64.42,65.61,70.59,72.21,85.07,87.83,174.78,191.97,203.08,208.77,227.90,,
  └─ Plant Machinery,199.31,211.76,221.74,233.54,242.67,247.81,423.12,439.74,484.41,501.53,529.03,,
  └─ Furniture n fittings,11.58,12.18,12.86,13.85,14.44,15.00,30.64,32.25,32.74,34.47,35.60,,
  └─ Vehicles,3.64,3.88,3.96,4.07,4.14,4.28,5.81,7.07,7.64,8.49,8.50,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,
  └─ Other fixed assets,0.24,0.34,23.47,21.81,21.19,21.19,21.21,21.21,22.14,21.79,21.51,,
  └─ Gross Block,305.46,321.24,345.44,358.32,382.03,401.53,683.51,720.34,779.24,805.54,854.76,,
  └─ Accumulated Depreciation,86.92,99.08,110.97,125.71,138.37,152.58,174.51,206.99,220.17,254.53,288.49,,
CWIP,5,9,11,32,128,282,74,64,17,31,19,12,
Investments,9,19,33,47,77,11,9,66,78,83,53,74,
Other Assets,181,154,141,205,144,257,205,206,300,356,392,460,
  └─ Inventories,80,57,55,92,54,152,102,108,179,230,227,302,
  └─ Trade receivables,57,59,61,71,62,55,63,67,81,79,114,94,
    └─ Receivables over 6m,4,4,-0,-0,-0,-0,-0,3,4,8,8,,4
    └─ Receivables under 6m,53,56,63,73,64,58,66,67,80,75,109,,51
    └─ Prov for Doubtful,-1,-1,-1,-2,-2,-3,-3,-3,-3,-3,-3,,-0
  └─ Cash Equivalents,21,18,7,18,16,14,12,12,13,16,16,16,
  └─ Loans n Advances,10,7,1,4,1,3,4,2,3,5,5,7,
  └─ Other asset items,13,13,17,20,12,32,25,16,25,26,31,41,
Total Assets,414,405,419,518,593,799,797,849,953,1022,1030,1089,
