Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,15.16,13.66,13.66,12.66,12.66,12.66,12.66,11.80,11.80,11.80,11.80,12.97,
Reserves,337.74,413.01,472.97,457.17,463.97,480.55,520.60,511.69,466.90,470.69,478.97,494.00,
Borrowings,116.50,116.82,39.20,10.02,17.21,14.10,65.30,17.89,25.50,21.67,50.09,40.86,
  └─ Long term Borrowings,5.33,1.48,0.00,0.00,0.00,0.00,1.69,1.89,5.64,5.09,9.78,7.72,
  └─ Short term Borrowings,107.17,111.34,39.20,10.02,17.21,14.10,63.61,15.99,19.87,16.58,40.31,33.14,
  └─ Other Borrowings,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.01,0.00,0.00,,
Other Liabilities,20.49,21.86,12.98,7.02,10.13,10.00,15.84,28.41,14.44,16.26,13.75,16.60,
  └─ Trade Payables,7.56,5.89,7.96,2.88,5.83,3.71,6.23,11.46,7.07,5.52,6.53,8.07,
  └─ Advance from Customers,5.61,6.67,2.39,1.76,0.73,2.06,0.81,3.55,2.45,4.15,1.89,,
  └─ Other liability items,7.32,9.30,2.63,2.38,3.57,4.23,8.80,13.40,4.92,6.59,5.33,8.53,
Total Liabilities,489.89,565.35,538.81,486.87,503.97,517.31,614.40,569.79,518.64,520.42,554.61,564.43,
Fixed Assets,49.92,54.82,45.31,43.12,40.37,38.94,115.37,113.86,108.40,109.53,127.98,127.40,
  └─ Land,15.40,15.40,14.07,14.52,14.52,15.02,13.78,13.78,11.93,11.69,12.01,,
  └─ Building,9.79,15.75,11.95,11.95,10.24,10.24,88.62,89.89,91.19,93.65,106.27,,
  └─ Plant Machinery,29.82,30.44,27.21,25.89,26.19,26.24,27.21,27.61,27.65,26.69,23.14,,
  └─ Equipments,1.66,1.85,1.46,1.50,1.49,1.50,1.06,1.22,1.37,1.38,1.64,,
  └─ Computers,0.00,0.00,0.00,0.00,0.06,0.08,0.28,0.31,0.31,0.33,0.49,,
  └─ Furniture n fittings,1.22,2.45,2.44,2.44,2.42,2.75,2.75,3.42,3.42,3.42,3.91,,
  └─ Vehicles,2.13,2.36,1.41,1.81,1.33,1.33,2.80,3.48,3.22,3.22,3.29,,
  └─ Intangible Assets,8.56,8.38,2.67,2.87,2.87,2.87,0.20,0.00,0.00,0.00,11.18,10.69,
  └─ Other fixed assets,0.45,0.48,2.28,2.31,2.63,3.32,3.36,3.39,3.38,3.39,0.95,,
  └─ Gross Block,69.03,77.11,63.49,63.29,61.75,63.35,140.06,143.10,142.47,143.77,162.88,,
  └─ Accumulated Depreciation,19.11,22.28,18.18,20.17,21.37,24.42,24.69,29.24,34.07,34.24,34.90,,
CWIP,5.97,0.02,0.00,0.22,0.00,0.00,0.50,0.54,5.17,4.32,2.60,8.70,
Investments,180.41,286.43,268.89,203.04,211.04,219.47,113.39,116.27,59.71,56.24,60.49,57.66,
Other Assets,253.59,224.08,224.61,240.49,252.56,258.90,385.14,339.12,345.36,350.33,363.54,370.67,
  └─ Inventories,30,28,27,24,20,20,18,40,31,21,26,35,
  └─ Trade receivables,9,10,9,7,11,5,11,15,27,25,19,18,
    └─ Receivables over 6m,7.24,6.80,0.00,0.00,0.00,0.00,2.92,4.88,7.49,17.87,16.02,,5.98
    └─ Receivables under 6m,1.98,2.73,9.36,7.63,10.53,4.62,7.80,10.22,19.21,6.78,3.22,,8.01
    └─ Prov for Doubtful,0.00,0.00,-0.21,-0.27,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,,0.00
  └─ Cash Equivalents,34,25,30,34,31,29,102,23,20,3,1,1,
  └─ Loans n Advances,5,7,6,2,2,2,0,0,0,3,2,297,
  └─ Other asset items,175,154,152,173,189,204,254,261,268,299,315,20,
Total Assets,489.89,565.35,538.81,486.87,503.97,517.31,614.40,569.79,518.64,520.42,554.61,564.43,
