Metric,Mar 2013,Mar 2014
Equity Capital,3.01,6.28
Reserves,29.96,26.70
Borrowing,3.36,3.96
Other Liabilities,9.93,12.06
  └─ Other liability items,9.93,12.06
Total Liabilities,46.26,49.00
Fixed Assets,2.85,2.85
  └─ Equipments,0.02,0.02
  └─ Intangible Assets,2.85,2.85
  └─ Gross Block,2.87,2.87
  └─ Accumulated Depreciation,0.02,0.02
CWIP,0.00,0.00
Investments,13.04,6.97
Other Assets,30.37,39.18
  └─ Trade receivables,0.09,0.00
  └─ Cash Equivalents,1.62,2.38
  └─ Loans n Advances,0.07,0.06
  └─ Other asset items,28.59,36.74
Total Assets,46.26,49.00
