Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,15,16
Reserves,290,272,388
Borrowings,960,841,642
  └─ Long term Borrowings,563,466,466
  └─ Short term Borrowings,210,217,159
  └─ Lease Liabilities,1,12,18
  └─ Preference Capital,214,171,0
  └─ Other Borrowings,-28,-25,
Other Liabilities,154,127,139
  └─ Trade Payables,92,80,91
  └─ Advance from Customers,2,1,
  └─ Other liability items,60,45,48
Total Liabilities,1417,1254,1185
Fixed Assets,976,888,854
  └─ Land,342.48,217.68,
  └─ Building,378.09,321.43,
  └─ Plant Machinery,1122.66,1121.83,
  └─ Equipments,9.38,9.34,
  └─ Furniture n fittings,22.73,23.09,
  └─ Vehicles,0.40,0.40,
  └─ Intangible Assets,12.74,12.74,11.29
  └─ Other fixed assets,12.13,12.18,
  └─ Gross Block,1900.61,1718.69,
  └─ Accumulated Depreciation,925.00,830.44,
CWIP,1,4,8
Investments,8,11,14
Other Assets,433,351,308
  └─ Inventories,106,117,115
  └─ Trade receivables,155,115,104
    └─ Receivables over 6m,16,13,
    └─ Receivables under 6m,147,114,
    └─ Prov for Doubtful,-8,-12,
  └─ Cash Equivalents,27,6,1
  └─ Loans n Advances,-8,-22,13
  └─ Other asset items,152,136,76
Total Assets,1417,1254,1185
