Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,200,200,400,400,401,401,402,402,403
Reserves,1520,1768,1776,2421,2897,3217,3856,4324,4436
Borrowings,787,813,773,893,1022,815,555,578,458
  └─ Long term Borrowings,586,362,0,512,532,489,100,0,0
  └─ Short term Borrowings,78,191,309,260,258,86,42,120,9
  └─ Lease Liabilities,0,0,87,121,232,240,414,458,449
  └─ Other Borrowings,124,261,377,0,0,0,0,0,
Other Liabilities,681,922,1214,1169,1245,1398,1339,1491,1757
  └─ Trade Payables,204,224,222,242,233,258,256,352,348
  └─ Advance from Customers,234,268,310,381,435,531,503,605,
  └─ Other liability items,244,431,683,546,576,608,580,534,1410
Total Liabilities,3189,3704,4163,4883,5564,5831,6152,6796,7055
Fixed Assets,1030,1377,2020,2201,2393,2667,2850,2802,3005
  └─ Land,59.70,70.30,76.80,76.80,107.00,107.00,150.40,181.90,
  └─ Building,306.40,348.50,641.50,735.80,861.60,902.90,1120.60,1160.60,
  └─ Plant Machinery,1222.70,1617.50,2132.10,2454.10,2763.10,3286.50,3463.90,3668.00,
  └─ Equipments,10.00,12.10,16.10,18.10,19.20,19.30,18.60,19.00,
  └─ Furniture n fittings,29.50,38.90,50.10,60.60,72.40,95.10,100.80,105.90,
  └─ Vehicles,3.30,3.00,6.90,9.40,9.40,9.20,12.80,9.40,
  └─ Intangible Assets,12.00,12.00,12.00,12.00,12.00,0.00,12.00,12.00,43.90
  └─ Other fixed assets,17.10,68.70,81.70,93.20,98.80,126.90,144.50,150.20,
  └─ Gross Block,1660.70,2171.00,3017.20,3460.00,3943.50,4546.90,5023.60,5307.00,
  └─ Accumulated Depreciation,630.30,794.20,997.50,1259.00,1550.70,1880.00,2173.60,2505.30,
CWIP,155,274,234,237,346,177,838,1266,1040
Investments,158,716,776,702,1034,918,548,647,741
Other Assets,1846,1337,1133,1743,1790,2069,1916,2081,2268
  └─ Inventories,86,43,25,60,179,333,238,156,141
  └─ Trade receivables,267,339,398,476,508,529,442,527,509
    └─ Receivables over 6m,0,0,0,0,44,16,31,27,
    └─ Receivables under 6m,273,344,404,482,473,520,424,518,
    └─ Prov for Doubtful,-6,-5,-6,-6,-10,-7,-13,-18,
  └─ Cash Equivalents,967,437,282,643,518,532,564,787,833
  └─ Loans n Advances,20,21,21,24,28,31,16,26,342
  └─ Other asset items,506,497,407,541,557,644,656,586,443
Total Assets,3189,3704,4163,4883,5564,5831,6152,6796,7055
