Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25
Reserves,32.65,37.18,36.52,34.34,33.46,39.70,45.74,57.96,56.81,59.35
Borrowings,44.53,60.62,55.08,49.45,49.82,34.68,36.79,66.15,68.65,55.79
  └─ Long term Borrowings,12.78,18.30,9.70,12.03,15.24,10.83,9.01,20.26,19.40,15.51
  └─ Short term Borrowings,27.57,38.58,39.16,32.32,33.90,23.40,26.20,45.89,49.24,40.28
  └─ Lease Liabilities,0.00,0.00,0.00,0.13,0.69,0.46,1.57,0.00,0.00,0.00
  └─ Preference Capital,0.00,0.00,0.00,0.76,0.87,1.00,1.16,1.33,1.54,0.00
  └─ Other Borrowings,4.18,3.74,6.22,4.21,-0.88,-1.01,-1.15,-1.33,-1.53,
Other Liabilities,31.41,34.16,35.88,36.19,27.03,25.06,28.01,24.13,26.23,39.12
  └─ Trade Payables,19.68,17.97,22.91,22.55,12.80,8.63,14.75,6.08,8.92,15.98
  └─ Advance from Customers,0.71,0.37,0.15,0.07,3.87,4.28,0.11,0.60,0.76,
  └─ Other liability items,11.02,15.82,12.82,13.57,10.36,12.15,13.15,17.45,16.55,23.14
Total Liabilities,118.84,142.21,137.73,130.23,120.56,109.69,120.79,158.49,161.94,164.51
Fixed Assets,59.72,70.92,68.83,69.97,69.80,69.97,70.43,87.16,94.08,85.85
  └─ Land,10.42,10.42,10.42,14.15,14.15,14.15,14.15,33.06,33.06,
  └─ Building,4.52,5.29,5.45,5.73,6.29,6.88,9.48,7.12,7.68,
  └─ Plant Machinery,38.80,52.67,55.27,58.34,63.29,67.89,70.88,75.19,87.14,
  └─ Equipments,0.30,0.38,0.43,0.43,0.42,0.46,0.49,0.51,0.55,
  └─ Furniture n fittings,4.67,5.93,6.59,6.70,6.90,7.89,8.65,7.78,8.22,
  └─ Vehicles,4.93,4.93,4.93,4.81,4.81,4.94,4.06,4.52,4.94,
  └─ Intangible Assets,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.02
  └─ Other fixed assets,0.19,0.19,0.31,0.31,0.30,0.37,0.38,0.37,0.37,
  └─ Gross Block,64.03,80.01,83.60,90.67,96.36,102.78,108.29,128.75,142.16,
  └─ Accumulated Depreciation,4.31,9.09,14.77,20.70,26.56,32.81,37.86,41.59,48.08,
CWIP,0.12,0.19,2.47,0.01,0.01,1.75,0.01,5.66,0.09,1.77
Investments,0.00,0.10,0.11,0.11,1.07,1.03,0.00,0.00,0.00,0.00
Other Assets,59.00,71.00,66.32,60.14,49.68,36.94,50.35,65.67,67.77,76.89
  └─ Inventories,10.78,10.13,16.60,24.86,13.73,11.05,13.60,14.05,17.64,18.74
  └─ Trade receivables,38.51,48.14,39.24,23.56,23.43,18.89,28.41,40.59,41.64,45.13
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,5.41,2.50,3.35,8.40,10.23,
    └─ Receivables under 6m,41.16,48.14,39.69,28.55,20.32,18.27,26.73,34.15,33.61,
    └─ Prov for Doubtful,-2.65,0.00,-0.45,-4.99,-2.30,-1.88,-1.67,-1.96,-2.19,
  └─ Cash Equivalents,3.93,4.83,2.69,5.00,8.28,3.46,3.94,3.61,3.09,2.33
  └─ Loans n Advances,0.40,0.42,0.71,0.83,0.69,0.40,0.41,0.49,0.67,1.89
  └─ Other asset items,5.38,7.48,7.08,5.89,3.55,3.14,3.99,6.93,4.73,8.80
Total Assets,118.84,142.21,137.73,130.23,120.56,109.69,120.79,158.49,161.94,164.51
