Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10.05,10.19,10.19,10.19
Reserves,0.45,3.36,3.55,0.54
Borrowings,0.93,1.02,0.70,0.15
  └─ Long term Borrowings,0.28,0.46,0.00,0.00
  └─ Short term Borrowings,0.65,0.56,0.70,0.15
Other Liabilities,0.18,2.14,2.36,2.81
  └─ Trade Payables,0.00,1.98,2.16,0.32
  └─ Other liability items,0.18,0.16,0.20,2.49
Total Liabilities,11.61,16.71,16.80,13.69
Fixed Assets,0.12,0.22,0.20,0.35
  └─ Plant Machinery,0.14,0.14,0.14,
  └─ Equipments,0.09,0.12,0.15,
  └─ Computers,0.02,0.13,0.13,
  └─ Furniture n fittings,0.20,0.20,0.30,
  └─ Other fixed assets,0.00,0.01,0.01,
  └─ Gross Block,0.45,0.60,0.73,
  └─ Accumulated Depreciation,0.33,0.37,0.53,
CWIP,0.00,0.00,0.00,0.00
Investments,0.04,0.12,0.08,0.00
Other Assets,11.45,16.37,16.52,13.34
  └─ Inventories,4.21,2.75,4.77,4.58
  └─ Trade receivables,5.73,8.02,2.83,0.83
    └─ Receivables over 6m,1.98,7.21,0.06,
    └─ Receivables under 6m,3.75,0.81,2.77,
  └─ Cash Equivalents,0.01,0.09,0.04,0.03
  └─ Loans n Advances,1.25,5.28,8.58,7.68
  └─ Other asset items,0.25,0.23,0.30,0.22
Total Assets,11.61,16.71,16.80,13.69
