Metric,Mar 2025,Mar 2026
Equity Capital,11,13
Reserves,78,388
Borrowings,106,302
  └─ Long term Borrowings,77,198
  └─ Short term Borrowings,29,104
  └─ Preference Capital,13,0
  └─ Other Borrowings,-13,
Other Liabilities,10,12
  └─ Non controlling int,1.03,-2.44
  └─ Trade Payables,3.64,0.19
  └─ Advance from Customers,3.07,
  └─ Other liability items,2.11,13.90
Total Liabilities,205,714
Fixed Assets,31,141
  └─ Land,4.25,
  └─ Building,1.52,
  └─ Plant Machinery,0.03,
  └─ Equipments,0.07,
  └─ Computers,0.15,
  └─ Furniture n fittings,2.95,
  └─ Vehicles,0.03,
  └─ Intangible Assets,2.50,49.32
  └─ Other fixed assets,26.54,
  └─ Gross Block,38.04,
  └─ Accumulated Depreciation,7.20,
CWIP,76,164
Investments,0,2
Other Assets,98,408
  └─ Inventories,4,6
  └─ Trade receivables,1,7
    └─ Receivables over 6m,4.66,
    └─ Prov for Doubtful,-4.03,
  └─ Cash Equivalents,42,220
  └─ Loans n Advances,25,12
  └─ Other asset items,27,163
Total Assets,205,714
