Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Equity Capital,0.31,0.31,0.31,0.31,0.31,0.31
Reserves,19.82,18.70,18.99,18.98,5.90,0.61
Borrowings,4.50,4.50,5.00,3.29,3.26,3.26
  └─ Long term Borrowings,4.50,0.00,0.00,0.00,0.00,0.00
  └─ Other Borrowings,0.00,4.50,5.00,3.29,3.26,3.26
Other Liabilities,0.50,0.20,0.21,0.10,0.09,0.04
  └─ Other liability items,0.50,0.20,0.21,0.10,0.09,0.04
Total Liabilities,25.13,23.71,24.51,22.68,9.56,4.22
Fixed Assets,0.00,0.00,0.00,0.00,0.00,0.00
CWIP,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.46,0.58,0.44,2.43,2.54,3.45
Other Assets,24.67,23.13,24.07,20.25,7.02,0.77
  └─ Trade receivables,0.28,0.04,0.06,0.03,0.03,0.01
    └─ Receivables over 6m,0.05,0.04,0.06,0.03,0.03,0.01
    └─ Receivables under 6m,0.23,0.00,0.00,0.00,0.00,0.00
  └─ Cash Equivalents,0.24,1.53,0.67,0.25,0.19,0.16
  └─ Loans n Advances,0.03,21.56,23.34,19.97,6.80,0.58
  └─ Other asset items,24.12,0.00,0.00,0.00,0.00,0.02
Total Assets,25.13,23.71,24.51,22.68,9.56,4.22
