Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010
Equity Capital,0.24,0.24,0.24,0.24,0.24
Reserves,12,16,16,10,21
Borrowings,50,53,171,108,99
  └─ Other Borrowings,50,53,171,108,99
Other Liabilities,1,2,5,2,4
  └─ Other liability items,0.98,1.52,5.05,1.50,4.26
Total Liabilities,63,71,192,120,124
Fixed Assets,0,0,0,0,0
CWIP,0,0,0,0,0
Investments,58,58,58,102,102
Other Assets,4,13,134,18,22
  └─ Trade receivables,0.49,0.22,0.26,0.21,0.00
  └─ Cash Equivalents,0.01,0.05,0.05,0.04,0.01
  └─ Loans n Advances,3.59,0.58,133.55,17.35,21.98
  └─ Other asset items,0.36,11.82,0.35,0.00,0.23
Total Assets,63,71,192,120,124
