Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.00,5799,5608,5428,5312,5103,4914,4862,4748,9310
Reserves,0,-183,-499,-802,-959,-963,-908,-947,-942,-1135
Borrowings,0,1772,1799,1765,1899,1896,3038,3049,3198,9361
  └─ Long term Borrowings,0,1739,1752,1693,1844,1842,2929,2937,3112,9310
  └─ Short term Borrowings,0,0,0,0,54,54,109,112,85,51
  └─ Other Borrowings,0,33,46,72,0,0,0,0,0,
Other Liabilities,0,6617,6420,6203,5989,5923,5475,5610,5336,5446
  └─ Trade Payables,0,122,19,32,11,20,108,18,5,52
  └─ Advance from Customers,0,0,0,0,1,0,0,0,0,
  └─ Other liability items,0,6494,6401,6171,5977,5902,5367,5593,5331,5393
Total Liabilities,0,14005,13327,12594,12241,11958,12519,12574,12340,22981
Fixed Assets,0,13627,12975,12290,11629,10951,10692,10461,10203,18888
  └─ Land,0,1,1,1,1,1,1,1,1,
  └─ Plant Machinery,0,0,0,0,0,0,0,0,0,
  └─ Equipments,0,0,0,0,0,0,0,0,0,
  └─ Computers,0,0,0,0,0,0,0,0,0,
  └─ Furniture n fittings,0,0,0,0,0,0,0,0,0,
  └─ Vehicles,0,0,0,0,0,0,0,0,0,
  └─ Intangible Assets,0,0,7428,7429,7371,7374,5125,5124,0,18887
  └─ Other fixed assets,0,14113,6673,6673,6673,6673,6673,6673,11792,
  └─ Gross Block,0,14114,14103,14103,14045,14048,11799,11798,11793,
  └─ Accumulated Depreciation,0,487,1128,1813,2416,3097,1108,1337,1590,
CWIP,0,3,0,0,2,1,0,0,0,0
Investments,0,215,227,53,159,215,185,138,237,591
Other Assets,0,160,125,250,450,790,1642,1975,1900,3502
  └─ Trade receivables,0,1,0,0,0,0,0,0,0,0
  └─ Cash Equivalents,0,94,65,191,396,690,36,118,163,526
  └─ Loans n Advances,0,14,6,13,8,7,6,4,4,2433
  └─ Other asset items,0,51,54,47,46,93,1600,1853,1732,544
Total Assets,0,14005,13327,12594,12241,11958,12519,12574,12340,22981
