Metric,Mar 2014,Mar 2015,Mar 2025,Mar 2026
Equity Capital,0.24,3.24,3.24,3.47
Reserves,0.50,0.51,4.35,21.32
Borrowings,0.00,0.00,0.36,4.02
  └─ Long term Borrowings,0.00,0.00,0.00,0.06
  └─ Short term Borrowings,0.00,0.00,0.36,3.96
Other Liabilities,0.25,0.63,4.95,3.36
  └─ Non controlling int,0.00,0.00,0.00,0.28
  └─ Trade Payables,0.00,0.33,0.18,1.60
  └─ Other liability items,0.25,0.30,4.77,1.48
Total Liabilities,0.99,4.38,12.90,32.17
Fixed Assets,0.00,0.00,1.99,2.44
CWIP,0.00,0.00,3.12,5.13
Investments,0.95,3.61,0.00,5.98
Other Assets,0.04,0.77,7.79,18.62
  └─ Inventories,0.00,0.20,0.00,1.16
  └─ Trade receivables,0.00,0.02,0.81,4.55
  └─ Cash Equivalents,0.04,0.20,2.37,2.59
  └─ Loans n Advances,0.00,0.00,0.00,2.76
  └─ Other asset items,0.00,0.35,4.61,7.56
Total Assets,0.99,4.38,12.90,32.17
