Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,17,17,26,26,28,28,28,28,28,28,28,28,
Reserves,200,236,308,400,501,543,550,562,950,1076,1167,1279,
Borrowing,43,65,59,65,64,96,119,250,175,205,166,282,
Other Liabilities,51,40,28,29,17,15,14,14,30,61,59,336,
  └─ Non controlling int,7,8,9,10,1,0,0,0,0,30,25,26,
  └─ Trade Payables,2,1,3,2,1,1,2,2,2,4,3,5,
  └─ Advance from Customers,0,0,0,0,0,0,0,0,2,7,1,,
  └─ Other liability items,41,30,15,17,15,14,12,12,26,20,30,305,
Total Liabilities,311,357,420,520,610,683,711,855,1183,1370,1420,1925,
Fixed Assets,2,1,41,41,41,41,38,49,66,67,67,74,
  └─ Building,0.39,0.39,39.06,39.09,0.45,0.53,0.53,6.52,7.26,7.16,7.00,,
  └─ Plant Machinery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,1.77,1.68,1.71,,
  └─ Equipments,1.17,1.21,1.36,1.45,1.26,1.37,1.47,0.98,1.19,1.46,1.56,,
  └─ Computers,2.47,2.63,2.67,2.78,1.68,1.09,1.16,1.49,1.54,1.67,1.87,,
  └─ Furniture n fittings,1.74,1.77,1.80,1.81,1.78,2.45,2.27,2.49,2.89,2.99,3.03,,
  └─ Vehicles,1.61,1.38,1.62,2.28,2.28,2.12,2.12,2.03,2.53,2.80,2.81,,
  └─ Intangible Assets,1.25,1.25,2.47,2.65,1.25,1.25,1.25,1.25,0.00,3.59,3.59,4.36,
  └─ Other fixed assets,0.03,0.03,0.08,0.07,42.97,43.40,40.97,46.02,64.66,61.34,65.17,,
  └─ Gross Block,8.66,8.66,49.06,50.13,51.67,52.21,49.77,61.17,81.84,82.69,86.74,,
  └─ Accumulated Depreciation,6.62,7.24,7.74,8.99,10.61,10.89,11.33,12.55,15.81,15.83,19.36,,
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,
Investments,178,191,222,313,369,398,441,493,286,316,290,408,
Other Assets,131,165,157,166,200,244,232,314,831,987,1063,1443,
  └─ Inventories,55,52,11,13,10,9,22,45,64,87,107,591,
  └─ Trade receivables,5,4,5,6,4,5,4,5,7,4,10,4,
    └─ Receivables over 6m,2.72,1.69,1.60,1.89,0.00,0.00,0.00,1.21,0.10,0.08,0.87,,2.44
    └─ Receivables under 6m,2.07,2.02,3.25,3.68,4.04,5.05,4.76,3.93,6.81,3.85,10.01,,26.23
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,-0.07,-0.25,-0.88,-0.62,-0.16,-0.09,-0.37,,0.00
  └─ Cash Equivalents,22,15,18,16,6,4,12,10,37,104,83,184,
  └─ Loans n Advances,11,7,8,1,6,5,8,6,7,35,42,391,
  └─ Other asset items,38,87,116,130,174,221,186,248,717,758,821,272,
Total Assets,311,357,420,520,610,683,711,855,1183,1370,1420,1925,
