Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,839,839,839,1030,1030,1030,1030,1031,1033
Reserves,1012,1046,1203,1796,2107,2605,3159,3772,5276
Borrowings,4196,3907,3759,3378,4029,4295,4495,4959,6117
  └─ Long term Borrowings,179,108,85,20,24,8,0,0,0
  └─ Short term Borrowings,3796,3596,3505,3198,3339,3501,3326,3293,4111
  └─ Lease Liabilities,0,0,0,0,666,787,1169,1666,2006
  └─ Preference Capital,119,119,119,0,0,0,0,0,0
  └─ Other Borrowings,102,84,50,160,0,0,-0,0,
Other Liabilities,2503,2268,2417,2661,1779,2783,4134,5363,8291
  └─ Non controlling int,-2,-4,-3,0,1,-0,-1,0,0
  └─ Trade Payables,749,419,558,690,657,1193,1944,2350,3360
  └─ Advance from Customers,906,984,984,1007,1014,1464,1947,2775,
  └─ Other liability items,851,868,879,964,107,126,244,237,4931
Total Liabilities,8551,8060,8219,8865,8945,10713,12818,15126,20717
Fixed Assets,1879,2152,2167,1899,1921,1903,2299,2846,3312
  └─ Land,182.71,182.81,184.29,186.10,187.32,187.32,201.62,201.62,
  └─ Building,96.58,97.95,99.71,100.09,107.74,115.27,1403.80,1773.03,
  └─ Plant Machinery,21.64,30.97,54.62,54.31,55.30,58.39,60.77,66.30,
  └─ Equipments,75.11,85.50,90.81,91.76,103.19,116.01,155.32,203.52,
  └─ Computers,17.46,22.26,25.69,26.49,28.77,32.38,37.74,44.03,
  └─ Furniture n fittings,568.86,723.23,777.19,729.77,807.26,936.58,1194.10,1489.23,
  └─ Vehicles,309.06,310.41,310.75,311.47,312.95,88.31,96.47,105.53,
  └─ Intangible Assets,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,6.34
  └─ Other fixed assets,972.56,1191.35,1228.93,1069.42,1083.88,1053.14,96.56,97.14,
  └─ Gross Block,2249.04,2649.54,2777.05,2574.47,2691.47,2592.46,3251.44,3985.46,
  └─ Accumulated Depreciation,370.45,497.56,609.88,675.79,770.04,689.57,952.38,1139.28,
CWIP,18,22,24,53,2,20,49,8,18
Investments,1,3,0,0,1,4,4,5,6
Other Assets,6654,5884,6027,6913,7021,8785,10465,12267,17382
  └─ Inventories,5022,4501,4720,5303,5794,7014,8298,9681,14175
  └─ Trade receivables,182,147,214,113,119,244,328,400,867
  └─ Cash Equivalents,1018,825,750,1097,777,982,975,1031,861
  └─ Loans n Advances,161,156,106,130,83,34,96,55,745
  └─ Other asset items,271,255,237,271,247,511,768,1100,735
Total Assets,8551,8060,8219,8865,8945,10713,12818,15126,20717
