Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,55,55,55,55,118,136,136
Reserves,132,135,191,256,416,1418,1827
Borrowings,443,402,398,387,455,930,1737
  └─ Long term Borrowings,155,47,76,94,92,8,10
  └─ Short term Borrowings,287,251,218,189,305,815,1569
  └─ Lease Liabilities,0,41,41,41,59,107,158
  └─ Preference Capital,63,63,63,63,0,0,0
  └─ Other Borrowings,-63,0,-0,0,-0,-0,
Other Liabilities,563,422,465,365,475,660,1264
  └─ Non controlling int,-31,-39,-27,-8,0,0,0
  └─ Trade Payables,108,74,170,132,149,256,576
  └─ Advance from Customers,399,364,293,217,286,329,
  └─ Other liability items,87,23,30,24,41,75,689
Total Liabilities,1192,1014,1110,1063,1465,3144,4964
Fixed Assets,184,242,234,208,242,322,410
  └─ Land,3.09,3.09,3.09,3.09,3.09,3.09,
  └─ Building,98.55,201.24,213.44,224.15,204.65,276.71,
  └─ Plant Machinery,8.55,8.44,8.67,9.11,9.06,12.29,
  └─ Equipments,3.04,2.97,3.00,3.26,3.90,8.07,
  └─ Computers,1.22,1.24,1.29,1.59,2.40,5.80,
  └─ Furniture n fittings,10.39,15.19,16.36,18.60,18.45,24.40,
  └─ Vehicles,1.00,1.00,0.85,1.84,2.71,2.88,
  └─ Intangible Assets,63.69,51.02,51.02,51.02,51.02,51.02,35.13
  └─ Other fixed assets,9.41,17.50,17.80,17.97,17.98,18.95,
  └─ Gross Block,198.94,301.69,315.52,330.63,313.26,403.21,
  └─ Accumulated Depreciation,14.92,60.16,82.02,122.30,71.07,81.69,
CWIP,56,4,4,4,4,4,0
Investments,1,1,1,1,1,9,8
Other Assets,951,768,872,850,1218,2811,4546
  └─ Inventories,755,638,704,597,959,2021,3655
  └─ Trade receivables,59,34,29,40,38,50,63
    └─ Receivables over 6m,0.00,0.00,0.00,4.26,1.05,6.04,
    └─ Receivables under 6m,63.47,33.57,28.82,35.24,36.74,43.98,
    └─ Prov for Doubtful,-4.58,0.00,0.00,0.00,0.00,0.00,
  └─ Cash Equivalents,35,22,45,49,80,529,504
  └─ Loans n Advances,14,9,9,8,114,20,173
  └─ Other asset items,87,65,86,156,28,191,150
Total Assets,1192,1014,1110,1063,1465,3144,4964
