Metric,Mar 2010,Mar 2011
Equity Capital,3.01,3.01
Reserves,4.90,4.40
Borrowings,1.30,0.50
  └─ Other Borrowings,1.30,0.50
Other Liabilities,0.08,0.34
  └─ Non controlling int,0.01,0.23
  └─ Other liability items,0.07,0.11
Total Liabilities,9.29,8.25
Fixed Assets,0.60,0.60
  └─ Land,0.55,0.55
  └─ Building,0.02,0.03
  └─ Equipments,0.02,0.01
  └─ Furniture n fittings,0.01,0.01
  └─ Vehicles,0.07,0.07
  └─ Gross Block,0.67,0.67
  └─ Accumulated Depreciation,0.07,0.07
CWIP,0.00,0.00
Investments,5.37,4.52
Other Assets,3.32,3.13
  └─ Trade receivables,0.19,0.00
  └─ Cash Equivalents,2.40,2.55
  └─ Loans n Advances,0.49,0.51
  └─ Other asset items,0.24,0.07
Total Assets,9.29,8.25
