Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,1,10,12
Reserves,5,13,28,44,118
Borrowings,6,11,13,17,5
  └─ Long term Borrowings,0.37,0.29,0.20,0.10,0.00
  └─ Short term Borrowings,5.29,11.05,12.35,16.93,4.95
  └─ Other Borrowings,0.00,-0.01,0.00,-0.01,
Other Liabilities,12,12,12,16,22
  └─ Trade Payables,8.29,10.67,9.54,10.47,18.27
  └─ Advance from Customers,1.21,0.09,0.06,0.20,
  └─ Other liability items,2.55,0.89,2.34,5.13,4.13
Total Liabilities,25,37,54,86,157
Fixed Assets,1,6,5,9,8
  └─ Land,0.00,0.00,0.00,3.57,
  └─ Building,0.00,5.18,5.18,5.18,
  └─ Plant Machinery,0.00,0.00,0.14,0.18,
  └─ Equipments,0.00,0.01,0.01,0.05,
  └─ Computers,0.00,0.00,0.02,0.08,
  └─ Furniture n fittings,0.00,0.01,0.04,0.04,
  └─ Vehicles,0.54,0.62,0.62,0.79,
  └─ Intangible Assets,0.00,0.00,0.00,0.01,0.01
  └─ Other fixed assets,0.01,-0.01,-0.01,-0.01,
  └─ Gross Block,0.55,5.81,6.00,9.89,
  └─ Accumulated Depreciation,0.01,0.26,0.68,1.21,
CWIP,0,0,0,0,5
Investments,0,0,0,0,0
Other Assets,24,32,48,77,144
  └─ Inventories,1.90,7.72,7.80,22.49,34.73
  └─ Trade receivables,19.18,22.38,31.61,45.80,49.98
  └─ Cash Equivalents,0.00,0.12,0.07,2.83,38.65
  └─ Loans n Advances,2.93,1.66,8.66,5.49,4.05
  └─ Other asset items,0.00,0.05,0.05,0.65,16.45
Total Assets,25,37,54,86,157
