Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,9,9,9,44,44,44,44,94,102,102,102,102,
Reserves,166,275,308,307,317,350,391,498,958,1157,1367,1547,
Borrowings,22,24,26,24,476,501,529,592,570,765,764,891,
  └─ Long term Borrowings,10,8,10,10,50,46,41,27,0,0,0,0,
  └─ Short term Borrowings,4,2,5,2,3,12,7,14,0,0,0,0,
  └─ Lease Liabilities,0,0,0,0,413,433,470,539,570,765,764,891,
  └─ Preference Capital,6,11,11,11,11,11,11,11,0,0,0,0,
  └─ Other Borrowings,3,3,1,1,0,0,0,0,-0,0,0,,
Other Liabilities,34,41,55,73,89,123,116,112,146,146,145,236,
  └─ Non controlling int,0,0,0,0,0,4,2,3,5,6,7,16,
  └─ Trade Payables,10,12,20,25,43,58,54,64,84,81,91,101,
  └─ Advance from Customers,1,2,4,3,0,0,0,0,0,0,0,,
  └─ Other liability items,23,28,31,45,46,61,61,44,57,59,47,120,
Total Liabilities,231,349,399,448,926,1019,1081,1296,1776,2170,2377,2775,
Fixed Assets,78,123,174,296,702,702,772,858,931,1253,1398,1759,
  └─ Land,10,3,3,3,3,3,3,3,3,4,180,,
  └─ Building,37,66,90,172,592,600,699,823,921,1238,1283,,
  └─ Plant Machinery,46,69,24,40,52,55,67,76,92,123,135,,
  └─ Equipments,3,5,6,10,105,130,155,173,208,268,298,,
  └─ Computers,4,4,3,5,6,7,9,11,15,23,27,,
  └─ Furniture n fittings,12,17,15,27,33,35,40,44,52,67,73,,
  └─ Vehicles,3,6,4,4,6,10,11,15,19,21,21,,
  └─ Intangible Assets,0,0,0,0,3,3,3,3,0,0,0,198,
  └─ Other fixed assets,1,8,49,81,9,9,10,10,13,15,24,,
  └─ Gross Block,116,176,195,343,810,854,997,1159,1323,1759,2042,,
  └─ Accumulated Depreciation,38,53,22,48,108,152,224,300,392,506,644,,
CWIP,35,31,7,12,23,43,29,6,23,20,28,76,
Investments,7,2,6,0,3,10,18,22,58,308,571,404,
Other Assets,111,194,212,140,199,265,262,409,764,590,380,535,
  └─ Inventories,3,4,7,6,7,16,10,15,19,24,28,42,
  └─ Trade receivables,5,6,14,15,35,44,44,40,58,70,77,103,
    └─ Receivables over 6m,-0,-0,-0,-0,-0,-0,-0,20,19,9,11,,-0
    └─ Receivables under 6m,5,6,14,17,40,54,57,36,58,76,75,,3
    └─ Prov for Doubtful,-0,-0,-1,-2,-5,-10,-13,-15,-19,-14,-9,,-0
  └─ Cash Equivalents,71,150,88,36,77,97,95,185,46,10,20,34,
  └─ Loans n Advances,1,1,0,5,4,11,10,10,15,14,21,174,
  └─ Other asset items,31,32,103,78,76,97,103,159,626,471,234,183,
Total Assets,231,349,399,448,926,1019,1081,1296,1776,2170,2377,2775,
