Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.05,57,116,129,235,292,294,367,401
Reserves,2,-8,-20,-86,572,794,1051,1600,1306
Borrowings,956,1154,1085,1411,904,595,174,181,88
  └─ Long term Borrowings,549,526,302,349,319,264,5,0,0
  └─ Short term Borrowings,159,628,782,1062,585,331,169,181,88
  └─ Other Borrowings,249,0,0,0,-0,0,0,0,
Other Liabilities,551,698,1158,1239,410,433,564,339,317
  └─ Non controlling int,0,-0,-0,0,0,5,5,7,8
  └─ Trade Payables,326,378,411,519,80,109,56,55,96
  └─ Advance from Customers,41,97,282,318,21,20,58,18,
  └─ Other liability items,184,224,466,401,309,298,445,259,213
Total Liabilities,1509,1902,2340,2693,2121,2113,2083,2487,2113
Fixed Assets,500,512,776,765,953,1095,755,704,15
  └─ Land,9.10,35.25,50.90,13.61,12.86,15.26,11.26,11.26,
  └─ Building,20.44,0.00,0.00,49.29,83.29,84.85,84.85,84.85,
  └─ Plant Machinery,497.12,531.62,816.55,840.52,1045.72,1238.23,945.73,947.55,
  └─ Equipments,1.27,1.43,1.44,1.48,1.49,1.84,2.10,2.58,
  └─ Furniture n fittings,2.04,2.06,2.17,2.17,2.17,2.33,2.35,2.35,
  └─ Vehicles,0.03,0.03,0.03,0.03,0.03,0.96,0.98,1.08,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,10.11,10.14,10.14,10.14
  └─ Other fixed assets,0.41,0.40,4.07,4.07,4.07,4.08,4.10,4.09,
  └─ Gross Block,530.41,570.79,875.16,911.17,1149.63,1357.66,1061.51,1063.90,
  └─ Accumulated Depreciation,30.73,58.78,99.24,146.65,196.65,262.43,306.31,359.52,
CWIP,10,59,26,251,133,7,7,7,6
Investments,0,71,72,33,33,0,0,446,550
Other Assets,999,1260,1465,1645,1002,1011,1320,1330,1542
  └─ Inventories,281,415,359,355,21,31,71,97,102
  └─ Trade receivables,244,185,250,223,68,93,131,180,166
    └─ Receivables over 6m,246,0,0,0,0,96,135,190,
    └─ Receivables under 6m,0,187,273,264,71,0,0,0,
    └─ Prov for Doubtful,-2,-3,-23,-41,-2,-4,-4,-10,
  └─ Cash Equivalents,45,10,18,130,110,47,15,48,505
  └─ Loans n Advances,85,147,177,211,71,59,124,385,468
  └─ Other asset items,345,503,661,726,731,780,979,619,301
Total Assets,1509,1902,2340,2693,2121,2113,2083,2487,2113
