Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.00,15.91,15.91,15.91
Reserves,1.96,52.43,63.19,62.71
Borrowings,0.26,0.00,0.00,0.00
  └─ Short term Borrowings,0.16,0.00,0.00,0.00
  └─ Preference Capital,0.10,0.00,0.00,0.00
Other Liabilities,6.62,11.06,13.32,19.29
  └─ Trade Payables,0.05,0.99,2.26,4.19
  └─ Advance from Customers,5.18,3.29,4.08,
  └─ Other liability items,1.39,6.78,6.98,15.10
Total Liabilities,8.84,79.40,92.42,97.91
Fixed Assets,0.22,26.82,53.38,85.06
  └─ Equipments,0,0,0,
  └─ Computers,0,0,0,
  └─ Furniture n fittings,0,0,0,
  └─ Vehicles,0,0,0,
  └─ Intangible Assets,0,8,8,85
  └─ Other fixed assets,0,22,55,
  └─ Gross Block,0,30,63,
  └─ Accumulated Depreciation,0,3,10,
CWIP,0.00,0.00,6.85,0.00
Investments,0.00,0.00,26.79,6.98
Other Assets,8.62,52.58,5.40,5.87
  └─ Trade receivables,0.02,0.47,0.61,0.85
  └─ Cash Equivalents,1.71,50.24,2.78,1.17
  └─ Loans n Advances,2.29,1.21,0.91,2.03
  └─ Other asset items,4.60,0.66,1.10,1.82
Total Assets,8.84,79.40,92.42,97.91
