Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,38,47,47,47,54,54,54,153,154,154,155,162,
Reserves,1617,2104,2125,1925,2690,2694,2140,5903,6708,8013,8020,10187,
Borrowing,11756,11859,10075,12127,13133,12047,10475,9973,11209,15216,26081,48436,
Other Liabilities,1472,1515,1375,796,912,445,543,413,5150,704,774,1488,
  └─ Non controlling int,40,42,34,0,0,0,0,2,12,0,0,0,
  └─ Trade Payables,225,183,219,322,370,25,94,15,2,1,4,5,
  └─ Advance from Customers,78,84,82,0,59,60,89,60,74,19,13,,
  └─ Other liability items,1128,1206,1040,473,483,360,360,336,5062,684,757,1483,
Total Liabilities,14882,15525,13622,14894,16789,15240,13212,16443,23221,24087,35030,60272,
Fixed Assets,212,265,278,207,199,242,196,214,222,194,244,427,
  └─ Land,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,,
  └─ Building,67.27,54.65,57.01,30.21,31.25,34.47,32.29,18.78,13.33,6.60,11.67,,
  └─ Equipments,78.88,85.53,88.12,28.18,32.62,34.26,42.90,63.37,15.92,11.53,15.13,,
  └─ Computers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.85,26.83,32.95,,
  └─ Furniture n fittings,26.16,26.42,27.58,10.33,10.96,12.67,12.91,12.80,7.06,3.22,4.05,,
  └─ Vehicles,30.84,60.95,97.84,64.06,74.19,83.31,96.36,51.71,97.38,74.16,50.82,,
  └─ Intangible Assets,22.30,69.20,69.20,14.30,14.30,14.30,14.30,14.30,14.30,0.00,0.00,33.08,
  └─ Other fixed assets,133.75,145.87,157.20,87.48,96.10,158.31,127.24,153.11,185.92,176.81,268.38,,
  └─ Gross Block,359.50,442.92,497.25,234.86,259.72,337.62,326.30,314.37,364.06,299.15,383.00,,
  └─ Accumulated Depreciation,147.69,177.51,219.53,28.27,60.58,95.79,130.49,100.08,142.55,104.95,139.20,,
CWIP,9,13,8,1,4,7,0,0,5,0,10,0,
Investments,414,400,546,140,141,151,177,0,510,878,1342,2490,
Other Assets,14248,14846,12790,14546,16445,14841,12839,16228,22484,23014,33434,57354,
  └─ Trade receivables,8,7,7,2,9,8,10,10,19,22,18,38,
    └─ Receivables over 6m,0.00,2.22,0.00,0.00,0.00,0.00,0.20,0.13,0.33,17.13,17.15,,0.00
    └─ Receivables under 6m,7.55,4.84,6.75,2.16,8.68,7.99,9.97,10.05,18.31,17.76,13.74,,15.52
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.50,-12.50,,0.00
  └─ Cash Equivalents,627,408,353,407,957,708,775,597,657,269,32,294,
  └─ Loans n Advances,4167,4577,4089,86,123,128,97,142,6100,194,200,55951,
  └─ Other asset items,9447,9854,8341,14051,15357,13996,11957,15479,15708,22530,33183,1070,
Total Assets,14882,15525,13622,14894,16789,15240,13212,16443,23221,24087,35030,60272,
