Metric,Mar 2006,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019
Equity Capital,5,6,6,7,7,10,10,10,10,10,10
Reserves,10,56,64,123,108,199,203,209,218,228,239
Borrowings,60,43,44,42,65,71,73,99,138,138,173
  └─ Long term Borrowings,,,3,0,17,13,9,26,15,10,27
  └─ Short term Borrowings,,,37,41,48,54,60,69,112,123,141
  └─ Other Borrowings,60,43,3,0,0,4,4,4,10,5,5
Other Liabilities,62,76,82,83,92,114,132,130,114,108,132
  └─ Trade Payables,41,52,62,63,69,87,100,99,79,74,89
  └─ Advance from Customers,0,0,0,0,0,1,2,2,2,1,2
  └─ Other liability items,20,24,20,20,23,25,30,29,33,33,42
Total Liabilities,137,180,195,254,272,394,418,448,481,485,555
Fixed Assets,41,56,66,67,71,79,107,105,102,159,165
  └─ Land,2,2,2,2,2,3,23,23,0,0,0
  └─ Building,12,11,16,17,16,18,19,20,16,62,64
  └─ Estates,0,0,0,0,0,0,0,0,0,0,0
  └─ Plant Machinery,53,69,78,84,90,101,114,121,80,103,121
  └─ Equipments,0,0,0,0,4,7,7,8,5,5,6
  └─ Computers,1,3,2,2,2,2,3,3,1,1,1
  └─ Furniture n fittings,3,4,4,5,5,4,3,3,1,2,2
  └─ Vehicles,3,2,2,2,2,2,2,2,1,2,2
  └─ Intangible Assets,1,0,0,0,0,0,0,0,0,0,1
  └─ Other fixed assets,0,0,1,1,2,2,5,5,10,12,12
  └─ Gross Block,76,90,106,113,124,139,177,185,114,186,209
  └─ Accumulated Depreciation,35,34,39,45,53,60,70,80,12,28,44
CWIP,8,2,0,0,1,6,1,25,50,0,0
Investments,1,1,1,0,0,0,1,1,10,11,6
Other Assets,87,121,128,186,199,308,309,317,320,316,383
  └─ Inventories,38,59,61,93,96,107,123,124,141,159,199
  └─ Trade receivables,29,48,54,62,67,71,77,91,106,110,118
  └─ Cash Equivalents,2,2,1,15,14,85,74,67,14,5,10
  └─ Loans n Advances,1,0,1,3,2,3,5,6,7,5,10
  └─ Other asset items,17,12,11,14,20,42,30,29,52,38,46
Total Assets,137,180,195,254,272,394,418,448,481,485,555
