Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,14,14,14,15,16,16,16,16,16
Reserves,68,74,76,82,85,97,112,118,125,133,142
Borrowings,103,94,101,101,79,81,45,43,41,46,58
  └─ Long term Borrowings,6,36,36,34,29,32,26,23,19,9,7
  └─ Short term Borrowings,64,55,64,65,48,49,19,20,22,37,51
  └─ Preference Capital,32,0,30,30,27,25,11,10,8,7,0
  └─ Other Borrowings,1,2,-29,-28,-26,-25,-11,-10,-8,-7,
Other Liabilities,30,29,40,41,34,32,31,47,51,49,53
  └─ Trade Payables,6.92,1.59,22.01,19.24,17.65,15.45,5.76,18.38,13.86,24.15,23.99
  └─ Advance from Customers,8.16,11.05,1.91,2.58,0.93,1.29,8.02,12.90,0.00,0.00,
  └─ Other liability items,14.47,16.09,16.41,18.78,14.98,15.04,17.44,15.95,37.18,24.94,29.50
Total Liabilities,214,211,231,238,211,224,205,225,233,244,270
Fixed Assets,69,74,69,66,63,61,60,65,69,70,73
  └─ Land,7.45,8.31,8.31,8.31,8.31,7.64,8.07,8.07,8.07,8.07,
  └─ Building,14.54,10.82,10.89,10.93,11.10,11.11,11.14,11.15,11.16,11.17,
  └─ Estates,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Plant Machinery,95.02,59.48,60.76,63.06,66.23,69.13,73.11,83.32,91.31,99.07,
  └─ Furniture n fittings,1.33,0.44,0.50,0.54,0.63,0.69,0.72,0.77,0.81,0.95,
  └─ Vehicles,2.70,0.68,1.06,1.77,2.09,2.59,3.03,3.39,3.82,4.51,
  └─ Other fixed assets,0.00,0.00,-0.01,-0.01,0.02,-0.01,0.01,0.00,0.00,0.00,
  └─ Gross Block,121.43,79.73,81.51,84.60,88.38,91.15,96.08,106.70,115.17,123.77,
  └─ Accumulated Depreciation,52.53,5.90,12.59,18.88,24.98,30.52,36.45,41.43,46.63,53.46,
CWIP,2,0,0,0,0,0,0,0,0,0,0
Investments,33,32,32,32,31,31,31,30,26,27,28
Other Assets,110,105,131,140,117,133,115,130,139,146,169
  └─ Inventories,37,40,61,84,63,72,47,80,87,81,110
  └─ Trade receivables,42,27,24,17,17,20,21,18,15,25,18
    └─ Receivables over 6m,12.43,8.31,8.44,6.88,6.31,20.03,1.83,0.59,0.67,1.00,
    └─ Receivables under 6m,29.80,18.57,15.32,10.40,10.57,0.00,19.40,17.57,13.96,23.81,
    └─ Prov for Doubtful,0.00,0.00,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Cash Equivalents,6,4,5,4,3,2,15,0,1,1,0
  └─ Loans n Advances,1,15,19,8,6,7,5,2,3,2,32
  └─ Other asset items,24,19,22,27,27,31,27,29,33,38,9
Total Assets,214,211,231,238,211,224,205,225,233,244,270
