Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,26,35,35,35,35,36,36
Reserves,1056,1592,1896,2219,2859,3454,4085
Borrowings,1287,1428,3549,5413,6746,7839,11544
  └─ Long term Borrowings,0,0,0,0,0,0,11544
  └─ Other Borrowings,1287,1428,3549,5413,6746,7839,
Other Liabilities,2841,4397,5119,5048,10747,17059,18827
  └─ Non controlling int,171,0,0,5,4,3,2
  └─ Trade Payables,116,1170,1638,1757,3670,6044,2331
  └─ Advance from Customers,65,0,0,0,0,0,
  └─ Other liability items,2488,3226,3481,3287,7073,11012,16494
Total Liabilities,5211,7451,10598,12716,20387,28388,34491
Fixed Assets,108,162,219,284,290,312,289
  └─ Building,70.08,72.93,77.07,100.07,85.15,32.51,
  └─ Equipments,1.04,5.52,5.26,7.50,11.18,13.39,
  └─ Computers,24.11,52.20,57.80,65.24,109.45,102.48,
  └─ Furniture n fittings,0.90,2.93,2.80,3.00,5.67,7.56,
  └─ Vehicles,1.82,2.47,0.86,0.29,0.27,0.27,
  └─ Intangible Assets,0.00,0.00,0.00,9.96,14.40,9.96,40.22
  └─ Other fixed assets,35.89,156.79,244.84,331.60,411.12,525.34,
  └─ Gross Block,133.84,292.84,388.63,517.66,637.24,691.51,
  └─ Accumulated Depreciation,26.31,130.82,169.87,233.69,347.41,379.77,
CWIP,4,22,18,25,8,5,0
Investments,665,25,70,170,170,221,358
Other Assets,4434,7242,10292,12237,19920,27850,33844
  └─ Inventories,213,207,890,1310,738,1434,0
  └─ Trade receivables,349,272,892,890,639,750,997
  └─ Cash Equivalents,2980,4554,4649,5328,12613,20235,21971
  └─ Loans n Advances,44,58,99,99,117,104,7660
  └─ Other asset items,847,2151,3761,4611,5813,5326,3216
Total Assets,5211,7451,10598,12716,20387,28388,34491
