Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,0.01,136,324,325,325
Reserves,-1765,-1087,-1323,771,855,1086
Borrowings,1954,1853,1885,131,136,135
  └─ Long term Borrowings,1954,0,0,0,0,0
  └─ Short term Borrowings,0,4,4,0,0,0
  └─ Lease Liabilities,0,56,89,131,136,135
  └─ Preference Capital,0,1793,1793,0,0,0
  └─ Other Borrowings,0,-0,0,0,0,
Other Liabilities,114,271,278,413,492,545
  └─ Trade Payables,80,170,197,294,357,378
  └─ Advance from Customers,2,4,4,7,3,
  └─ Other liability items,32,97,77,112,133,168
Total Liabilities,303,1036,976,1640,1808,2092
Fixed Assets,21,342,252,299,302,489
  └─ Land,20,0,0,0,0,
  └─ Building,0,57,101,161,191,
  └─ Plant Machinery,1,1,1,1,3,
  └─ Equipments,0,1,3,4,5,
  └─ Computers,0,3,8,9,11,
  └─ Furniture n fittings,0,3,8,13,18,
  └─ Intangible Assets,0,276,172,172,172,353
  └─ Other fixed assets,1,9,11,11,14,
  └─ Gross Block,23,350,305,371,415,
  └─ Accumulated Depreciation,2,9,52,72,113,
CWIP,0,2,0,0,0,0
Investments,164,339,260,292,305,272
Other Assets,117,354,464,1049,1201,1331
  └─ Inventories,41,67,124,132,176,165
  └─ Trade receivables,34,73,128,159,132,198
  └─ Cash Equivalents,21,88,68,486,331,214
  └─ Loans n Advances,9,8,13,8,9,609
  └─ Other asset items,12,118,131,264,552,146
Total Assets,303,1036,976,1640,1808,2092
