Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,113,113,114,136,136,204,211,230,231,231,244,245,
Reserves,1244,1425,1581,2151,2033,2077,2137,2680,3014,3285,5394,6576,
Borrowings,1663,2459,2576,3390,3785,4522,5005,4906,4634,5470,5464,6344,
  └─ Long term Borrowings,893,1500,1588,2633,3316,3867,3934,4385,4193,4887,4361,5268,
  └─ Short term Borrowings,61,177,229,245,62,44,73,448,355,450,913,842,
  └─ Lease Liabilities,0,0,0,0,0,0,72,74,86,133,189,234,
  └─ Preference Capital,0,0,0,0,0,0,0,0,0,0,0,0,
  └─ Other Borrowings,710,782,759,512,408,611,925,-0,-0,-0,-0,,
Other Liabilities,1278,2000,2079,2133,4845,5448,6461,7285,8486,8874,10973,13089,
  └─ Non controlling int,26,124,227,223,188,166,116,-32,-101,42,277,704,
  └─ Trade Payables,298,424,516,526,608,500,577,649,735,760,786,882,
  └─ Advance from Customers,625,803,763,696,270,178,76,128,66,88,37,,
  └─ Other liability items,329,650,572,687,3779,4603,5692,6540,7787,7983,9873,11504,
Total Liabilities,4298,5997,6350,7810,10800,12251,13814,15101,16365,17860,22076,26253,
Fixed Assets,1362,340,1431,1805,2277,2998,5020,4905,4681,5747,6899,8545,
  └─ Land,112.73,83.41,111.28,143.17,144.12,194.48,207.21,214.38,213.73,273.73,296.68,,
  └─ Building,1108.86,201.89,308.85,527.53,635.61,721.24,752.04,745.53,736.27,735.80,804.96,,
  └─ Plant Machinery,94.52,28.95,44.80,95.68,109.00,124.85,133.10,134.65,136.97,140.02,153.76,,
  └─ Equipments,26.62,5.67,16.96,35.96,49.06,63.67,69.40,70.33,74.46,76.03,80.60,,
  └─ Computers,9.89,3.04,3.70,9.51,13.71,18.18,21.53,23.53,26.62,29.66,37.85,,
  └─ Furniture n fittings,155.29,34.87,62.05,137.78,172.32,187.26,199.18,199.28,199.05,202.30,224.99,,
  └─ Vehicles,4.84,1.94,2.08,5.59,6.56,6.58,6.58,5.50,6.53,7.33,13.35,,
  └─ Intangible Assets,190.15,7.96,7.96,7.96,7.96,7.96,16.34,16.34,34.64,34.64,34.64,43.05,
  └─ Other fixed assets,11.40,4.71,1097.17,1203.50,1617.38,2364.25,4554.93,4784.56,4822.57,6110.72,7391.83,,
  └─ Gross Block,1714.30,372.44,1654.85,2166.68,2755.72,3688.47,5960.31,6194.10,6250.84,7610.23,9038.66,,
  └─ Accumulated Depreciation,352.38,32.31,224.20,361.86,479.05,690.63,940.43,1288.96,1569.72,1863.65,2139.17,,
CWIP,486,1411,1564,2129,2010,2097,495,541,740,78,138,216,
Investments,34,994,54,236,98,72,89,509,62,50,43,60,
Other Assets,2416,3252,3302,3640,6416,7083,8210,9147,10882,11985,14995,17433,
  └─ Inventories,1544,2307,2264,2179,4816,5209,5902,6223,7327,7736,8869,11401,
  └─ Trade receivables,15,43,37,177,421,431,527,504,462,500,629,601,
    └─ Receivables over 6m,1,0,0,0,0,0,0,0,101,72,99,,2
    └─ Receivables under 6m,14,43,38,177,423,434,527,508,368,436,541,,35
    └─ Prov for Doubtful,-0,-0,-0,-0,-3,-3,0,-4,-7,-8,-11,,-0
  └─ Cash Equivalents,83,109,136,147,222,305,559,945,1478,1737,3261,2685,
  └─ Loans n Advances,95,69,61,127,148,221,258,280,234,263,353,290,
  └─ Other asset items,678,724,803,1009,809,918,963,1195,1381,1749,1883,2456,
Total Assets,4298,5997,6350,7810,10800,12251,13814,15101,16365,17860,22076,26253,
