Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019
Equity Capital,7.11,7.11,7.11,7.11,7.11
Reserves,5.02,5.46,5.40,6.36,7.19
Borrowings,7.95,10.19,15.05,17.00,17.88
  └─ Long term Borrowings,0.45,0.26,1.09,1.34,0.73
  └─ Short term Borrowings,7.37,9.85,13.88,15.58,17.09
  └─ Other Borrowings,0.13,0.08,0.08,0.08,0.06
Other Liabilities,7.86,5.86,4.11,7.58,8.63
  └─ Trade Payables,1.99,2.74,0.55,5.08,6.24
  └─ Advance from Customers,3.69,0.81,1.08,0.51,0.27
  └─ Other liability items,2.18,2.31,2.48,1.99,2.12
Total Liabilities,27.94,28.62,31.67,38.05,40.81
Fixed Assets,8.43,7.55,6.92,6.71,6.65
  └─ Land,0.67,0.67,0.29,0.29,0.29
  └─ Building,8.54,8.54,8.54,8.54,8.63
  └─ Plant Machinery,18.58,16.85,16.82,17.00,17.35
  └─ Equipments,0.47,0.48,0.50,0.50,0.50
  └─ Computers,0.54,0.56,0.57,0.57,0.57
  └─ Furniture n fittings,0.61,0.61,0.61,0.61,0.61
  └─ Vehicles,1.15,1.15,1.06,1.13,0.93
  └─ Intangible Assets,0.37,0.37,0.00,0.00,0.00
  └─ Other fixed assets,0.01,0.00,0.20,0.20,0.20
  └─ Gross Block,30.94,29.23,28.59,28.84,29.08
  └─ Accumulated Depreciation,22.51,21.69,21.66,22.14,22.43
CWIP,0.00,0.00,0.00,0.00,0.00
Investments,0.67,0.67,0.43,0.43,0.72
Other Assets,18.84,20.40,24.32,30.91,33.44
  └─ Inventories,2.74,3.55,2.49,4.25,4.77
  └─ Trade receivables,6.82,9.39,14.26,20.75,21.20
  └─ Cash Equivalents,1.25,1.75,1.01,2.38,3.78
  └─ Loans n Advances,3.59,0.80,1.58,1.14,1.05
  └─ Other asset items,4.44,4.91,4.98,2.39,2.64
Total Assets,27.94,28.62,31.67,38.05,40.81
