Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,92,93,93,131,132,132,132,132,132,133,136,136
Reserves,23048,27336,31294,57230,57888,56501,65362,75567,78610,88520,97373,103334
Borrowings,11930,12505,9213,67070,84487,84777,79078,74744,103039,137155,186326,227853
  └─ Long term Borrowings,6384,5544,6769,40793,55587,58738,52488,46546,66712,86116,123927,156829
  └─ Short term Borrowings,3071,3479,1158,20520,17434,12109,24921,26641,34635,48986,59722,68119
  └─ Lease Liabilities,0,0,0,0,0,1564,1669,1558,1691,2053,2677,2905
  └─ Preference Capital,0,0,0,56,69,11,11,11,11,11,11,0
  └─ Other Borrowings,2474,3482,1286,5700,11397,12355,-11,-11,-11,-11,-11,
Other Liabilities,18963,19642,22147,83467,98620,102772,122777,138706,155042,186309,216206,238232
  └─ Non controlling int,7682,8729,9702,26337,30503,34305,37068,40476,44171,50286,60304,66395
  └─ Trade Payables,2352,2396,3048,5030,6084,6583,7917,11393,13353,15357,15438,18041
  └─ Advance from Customers,206,202,254,588,0,0,0,0,0,0,0,
  └─ Other liability items,8723,8316,9143,51513,62034,61884,77793,86836,97518,120666,140464,153795
Total Liabilities,54033,59576,62747,207899,241127,244181,267349,289149,336823,412116,500040,569555
Fixed Assets,31828,34271,34786,69257,87129,87736,85023,88996,94896,100494,141148,150040
  └─ Land,3663,3965,4122,7586,8842,9341,9290,10078,10850,11512,22334,
  └─ Building,3865,3469,3794,5899,6862,8050,8280,9300,10147,11330,15760,
  └─ Plant Machinery,33592,24790,26356,36733,47106,50198,50610,56252,64129,71780,96124,
  └─ Ships Vessels,0,0,0,0,0,717,830,719,793,801,792,
  └─ Equipments,324,141,170,272,368,448,490,651,758,913,1136,
  └─ Computers,0,0,0,0,0,0,0,0,11,17,22,
  └─ Furniture n fittings,203,84,103,144,194,211,213,230,256,315,441,
  └─ Railway sidings,542,414,460,673,909,926,979,1011,1033,1114,1331,
  └─ Vehicles,415,137,159,233,273,300,304,347,420,557,760,
  └─ Intangible Assets,3286,3041,3033,18810,24128,22885,22724,22803,22882,22043,23483,34497
  └─ Other fixed assets,214,373,475,5431,8384,8514,8720,8941,9170,10358,14871,
  └─ Gross Block,46105,36415,38672,75780,97066,101591,102442,110332,120450,130740,177054,
  └─ Accumulated Depreciation,14277,2145,3886,6523,9937,13855,17419,21336,25554,30246,35907,
CWIP,2755,1788,1297,2290,2766,3904,5769,6615,7778,18358,14765,15877
Investments,7255,10601,14200,65995,62747,66337,88017,96766,105355,129306,140496,114564
Other Assets,12194,12916,12464,70356,88484,86204,88540,96771,128793,163959,203632,289074
  └─ Inventories,4788,4149,4231,5860,7059,6841,6197,9536,11159,13545,15614,15429
  └─ Trade receivables,2647,3002,3010,5203,6690,5793,4342,5429,5915,6979,9159,10970
  └─ Cash Equivalents,440,2307,2307,1316,1908,3804,5337,3253,3713,4649,7905,6188
  └─ Loans n Advances,118,465,680,14156,17990,14856,15413,15390,23864,32858,33250,233163
  └─ Other asset items,4201,2994,2236,43822,54837,54911,57251,63163,84142,105928,137704,23325
Total Assets,54033,59576,62747,207899,241127,244181,267349,289149,336823,412116,500040,569555
