Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10.26,11.76,13.81,14.81,14.81,14.81,14.81,14.81,14.81,22.75
Reserves,-2.39,-0.40,-1.61,-3.03,-3.66,-1.58,-2.29,-2.55,-2.84,-11.00
Borrowings,6.50,6.81,7.92,8.58,2.34,2.74,2.08,2.20,2.43,1.66
  └─ Short term Borrowings,6.50,6.81,7.92,8.58,2.34,2.74,2.08,2.20,2.43,1.66
Other Liabilities,4.88,4.73,6.11,7.85,3.09,1.16,0.96,1.09,1.17,0.97
  └─ Non controlling int,4.15,4.14,4.05,4.01,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Trade Payables,0.04,0.06,0.24,0.30,0.29,0.12,0.04,0.04,0.03,0.02
  └─ Other liability items,0.69,0.53,1.82,3.54,2.80,1.04,0.92,1.05,1.14,0.95
Total Liabilities,19.25,22.90,26.23,28.21,16.58,17.13,15.56,15.55,15.57,14.38
Fixed Assets,0.46,0.36,0.26,0.13,0.02,0.01,0.01,0.01,0.00,2.00
  └─ Equipments,0.92,0.95,0.96,0.96,0.03,0.03,0.03,0.03,0.03,
  └─ Computers,0.07,0.08,0.09,0.09,0.02,0.02,0.02,0.02,0.02,
  └─ Furniture n fittings,0.05,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
  └─ Other fixed assets,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Gross Block,1.05,1.07,1.10,1.10,0.05,0.05,0.05,0.05,0.05,
  └─ Accumulated Depreciation,0.59,0.71,0.84,0.97,0.03,0.04,0.04,0.04,0.05,
CWIP,14.85,16.13,17.77,18.99,3.26,3.26,3.26,3.26,3.26,0.00
Investments,0.01,0.01,0.01,0.01,4.22,4.80,4.80,4.79,4.76,9.84
Other Assets,3.93,6.40,8.19,9.08,9.08,9.06,7.49,7.49,7.55,2.54
  └─ Inventories,0.00,0.10,0.16,0.13,0.13,0.00,0.00,0.00,0.00,0.00
  └─ Trade receivables,3.27,2.87,2.21,2.18,2.14,2.12,2.10,2.09,2.09,0.02
    └─ Receivables over 6m,3.23,2.84,2.10,2.12,2.11,2.10,2.10,2.09,2.09,
    └─ Receivables under 6m,0.04,0.03,0.11,0.05,0.03,0.03,0.00,0.00,0.00,
  └─ Cash Equivalents,0.03,0.34,0.02,0.03,0.00,0.01,0.01,0.00,0.00,1.63
  └─ Loans n Advances,0.02,0.73,0.98,0.98,0.99,1.00,0.02,0.02,0.02,0.00
  └─ Other asset items,0.61,2.36,4.82,5.76,5.82,5.93,5.36,5.38,5.44,0.89
Total Assets,19.25,22.90,26.23,28.21,16.58,17.13,15.56,15.55,15.57,14.38
