Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,274,274,275,275,275,289,289,289,289,289,295,295,
Reserves,18767,21671,24117,26107,33476,38755,43886,50147,54036,59939,70412,76329,
Borrowings,9829,10616,8474,19480,25337,23019,21719,11299,11058,11403,24102,23755,
  └─ Long term Borrowings,4993,4897,6371,15863,20650,17368,13548,5303,5356,5308,15781,15019,
  └─ Short term Borrowings,2564,2476,1079,2763,3668,4106,6939,4900,4544,4991,7250,7762,
  └─ Lease Liabilities,0,0,0,0,0,0,1232,1096,1157,1105,1071,974,
  └─ Other Borrowings,2273,3244,1024,853,1018,1545,0,0,0,0,0,,
Other Liabilities,9183,8631,9343,11280,17438,17151,20282,22077,25998,29167,38823,40997,
  └─ Non controlling int,18,15,10,16,12,8,6,-3,56,56,3187,4089,
  └─ Trade Payables,1711,1717,1849,2385,3160,3363,4548,5863,7209,8478,9327,10237,
  └─ Advance from Customers,0,166,196,305,357,464,415,465,384,527,541,,
  └─ Other liability items,7454,6733,7288,8574,13909,13316,15313,15753,18349,20106,25768,26672,
Total Liabilities,38053,41193,42209,57141,76525,79214,86176,83811,91380,100797,133632,141376,
Fixed Assets,23343,25309,25904,39715,56645,57151,55412,55488,59579,62878,94564,99260,
  └─ Land,3311,3627,3785,6361,7492,7943,8085,8454,8709,9259,19872,,
  └─ Building,2792,2469,2766,4346,5130,5511,5606,5831,6287,6772,9361,,
  └─ Plant Machinery,26327,18452,19713,28048,36920,38369,38655,40604,46270,51343,67010,,
  └─ Ships Vessels,0,0,0,0,0,717,830,719,793,801,792,,
  └─ Equipments,236,99,115,150,208,265,289,336,387,466,555,,
  └─ Furniture n fittings,163,57,71,80,106,112,111,114,122,154,219,,
  └─ Railway sidings,536,399,444,653,890,906,959,989,1008,1088,1305,,
  └─ Vehicles,78,46,63,91,110,122,133,163,200,260,354,,
  └─ Intangible Assets,1053,1287,1329,1280,6626,6680,6375,6405,6484,6501,8108,18262,
  └─ Other fixed assets,414,176,213,3073,5899,5927,6289,6387,6695,6637,11055,,
  └─ Gross Block,34910,26611,28498,44082,63382,66550,67332,70002,76957,83280,118631,,
  └─ Accumulated Depreciation,11567,1302,2594,4366,6737,9399,11921,14514,17378,20403,24067,,
CWIP,2250,1469,921,1511,1153,920,1687,4785,4040,6811,6234,8276,
Investments,4500,5095,6691,5447,2921,5929,12178,6336,7297,8249,5156,6740,
Other Assets,7961,9319,8693,10468,15806,15215,16900,17203,20464,22859,27677,27101,
  └─ Inventories,2949,2455,2401,3268,4099,4183,4018,5596,6612,8330,9563,9694,
  └─ Trade receivables,1659,1928,1757,2221,2787,2383,2572,3072,3867,4278,5890,6029,
    └─ Receivables over 6m,94,0,0,0,0,0,0,179,147,169,435,,80
    └─ Receivables under 6m,1567,1949,1793,2270,2853,2519,2720,3038,3819,4230,5702,,1554
    └─ Prov for Doubtful,-2,-21,-36,-49,-66,-136,-148,-145,-99,-121,-247,,-2
  └─ Cash Equivalents,371,2267,2249,219,740,540,2008,359,1150,783,1673,1384,
  └─ Loans n Advances,2,377,519,544,750,796,660,873,951,985,1259,3094,
  └─ Other asset items,2980,2292,1768,4216,7430,7312,7642,7304,7885,8483,9292,6899,
Total Assets,38053,41193,42209,57141,76525,79214,86176,83811,91380,100797,133632,141376,
