Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,13,13,13,13,13,13,13,13
Reserves,826,1090,1375,1376,1673,2568,3228,3478,3595
Borrowings,315,361,753,662,478,231,276,456,345
  └─ Long term Borrowings,210,154,535,406,235,70,140,214,213
  └─ Short term Borrowings,44,159,88,108,211,133,111,218,101
  └─ Lease Liabilities,0,0,0,0,32,29,25,24,32
  └─ Other Borrowings,61,48,129,149,-0,-0,0,0,
Other Liabilities,436,455,1043,1018,1094,1361,1600,1565,1502
  └─ Non controlling int,0,0,316,316,349,484,569,579,578
  └─ Trade Payables,202,179,208,204,275,305,329,334,266
  └─ Other liability items,234,276,519,498,470,572,703,652,658
Total Liabilities,1590,1920,3184,3069,3259,4173,5118,5512,5455
Fixed Assets,1035,991,2018,1873,1757,1659,1882,2126,2182
  └─ Land,2,2,77,77,77,77,99,116,
  └─ Building,220,224,341,349,375,383,439,470,
  └─ Plant Machinery,2056,2157,2857,2901,2950,3015,3312,3687,
  └─ Equipments,0,0,0,0,0,9,10,6,
  └─ Furniture n fittings,5,6,8,8,8,9,13,13,
  └─ Vehicles,0,0,0,0,0,7,8,8,
  └─ Intangible Assets,0,0,313,313,313,313,313,313,261
  └─ Other fixed assets,19,21,40,42,46,32,36,39,
  └─ Gross Block,2302,2411,3635,3689,3769,3844,4230,4651,
  └─ Accumulated Depreciation,1266,1420,1617,1815,2012,2185,2348,2524,
CWIP,3,37,57,34,22,55,210,172,290
Investments,1,223,45,220,472,1310,1730,1604,1492
Other Assets,551,669,1065,942,1008,1149,1296,1610,1491
  └─ Inventories,343,428,548,412,396,492,682,871,807
  └─ Trade receivables,119,163,142,204,242,332,257,350,387
  └─ Cash Equivalents,10,10,175,91,60,75,43,33,38
  └─ Loans n Advances,19,13,83,141,14,7,7,8,14
  └─ Other asset items,60,55,116,94,296,242,307,349,245
Total Assets,1590,1920,3184,3069,3259,4173,5118,5512,5455
