Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,3,3,3,3,3,3
Reserves,89,96,151,200,219,260,279,326
Borrowings,27,28,16,30,32,34,77,108
  └─ Long term Borrowings,8,8,6,3,2,1,25,56
  └─ Short term Borrowings,15,15,5,23,28,32,48,52
  └─ Lease Liabilities,0,0,0,0,0,0,0,0
  └─ Other Borrowings,4,5,5,3,2,2,4,
Other Liabilities,23,26,36,44,32,59,74,108
  └─ Trade Payables,16,21,30,37,25,49,58,65
  └─ Other liability items,7,6,7,7,7,10,16,43
Total Liabilities,142,154,207,277,287,356,433,546
Fixed Assets,61,68,64,89,88,86,143,164
  └─ Land,3.13,3.13,3.13,3.13,4.57,6.79,10.71,
  └─ Building,19.17,25.99,25.94,31.87,32.92,32.98,60.61,
  └─ Plant Machinery,49.08,59.47,63.44,89.38,96.06,102.33,137.18,
  └─ Equipments,0.43,0.52,0.55,0.65,0.72,0.79,1.30,
  └─ Furniture n fittings,0.39,0.46,0.47,1.30,1.39,1.52,2.80,
  └─ Vehicles,1.45,1.45,1.42,2.06,2.58,2.51,2.82,
  └─ Intangible Assets,0.00,0.15,0.15,0.15,0.15,0.15,0.15,0.44
  └─ Other fixed assets,0.42,0.64,0.86,0.99,1.00,1.04,1.46,
  └─ Gross Block,74.07,91.81,95.96,129.53,139.39,148.11,217.03,
  └─ Accumulated Depreciation,13.13,24.07,31.83,40.75,51.48,62.54,74.35,
CWIP,0,0,12,6,26,46,50,95
Investments,9,11,29,29,39,54,60,39
Other Assets,73,75,102,153,133,171,181,247
  └─ Inventories,19,28,38,56,27,43,51,70
  └─ Trade receivables,33,26,38,64,66,90,82,131
  └─ Cash Equivalents,3,3,5,1,13,2,6,5
  └─ Loans n Advances,2,1,2,5,3,3,5,10
  └─ Other asset items,16,17,20,27,25,33,38,31
Total Assets,142,154,207,277,287,356,433,546
