Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,45,46,80,96,96,97,97,105,165,165,165,165,
Reserves,-214,1666,1734,2369,2495,2620,3108,9718,11766,14193,16523,19626,
Borrowings,11289,10347,5888,5015,4388,3903,3230,4007,3958,6052,6402,7460,
  └─ Long term Borrowings,8070,7323,3382,3551,3153,2716,2593,2630,2792,4563,4320,4936,
  └─ Short term Borrowings,2732,2364,1998,1052,743,646,561,1292,1080,1385,1978,2406,
  └─ Lease Liabilities,0,0,0,0,0,0,75,86,87,104,104,119,
  └─ Preference Capital,1,0,0,606,695,0,0,0,0,0,0,0,
  └─ Other Borrowings,486,660,508,-194,-203,542,0,0,0,0,0,,
Other Liabilities,2898,2798,3208,3354,3736,4057,4300,8746,11226,10355,12827,13452,
  └─ Non controlling int,4,5,6,9,12,13,13,67,36,17,20,91,
  └─ Trade Payables,1379,1778,1865,2133,2488,2660,2632,5743,7821,6926,9140,8266,
  └─ Advance from Customers,170,130,168,121,129,139,81,108,144,120,162,,
  └─ Other liability items,1345,886,1169,1092,1107,1246,1574,2828,3225,3292,3505,5095,
Total Liabilities,14018,14858,10909,10834,10715,10678,10735,22576,27115,30765,35917,40704,
Fixed Assets,7552,6863,6609,6342,6345,6181,5855,8646,9961,13254,14800,18233,
  └─ Land,122,766,765,763,769,783,779,1248,1263,1317,1477,,
  └─ Building,1153,1055,1105,1114,1139,1148,1152,1655,1827,2370,2730,,
  └─ Plant Machinery,8203,5338,5388,5305,5589,5814,5851,7727,9330,12087,13351,,
  └─ Equipments,30,22,23,23,16,18,18,26,31,21,27,,
  └─ Furniture n fittings,162,123,126,125,145,147,148,190,308,365,408,,
  └─ Railway sidings,0,0,0,114,118,118,118,118,146,146,146,,
  └─ Vehicles,18,11,11,14,14,17,15,46,53,57,64,,
  └─ Intangible Assets,0,14,0,0,0,0,0,360,360,529,1096,1981,
  └─ Other fixed assets,22,21,37,45,72,83,90,823,922,1116,1154,,
  └─ Gross Block,9711,7352,7455,7502,7863,8129,8172,12193,14240,18008,20455,,
  └─ Accumulated Depreciation,2159,489,847,1159,1518,1949,2317,3547,4279,4754,5655,,
CWIP,144,70,29,144,29,15,58,525,773,1112,1783,1790,
Investments,14,393,404,439,454,449,456,626,970,1246,1646,1547,
Other Assets,6308,7532,3868,3909,3887,4033,4365,12779,15411,15152,17688,19133,
  └─ Inventories,1958,1913,2097,2384,2415,2739,2789,6785,8394,7932,9700,9508,
  └─ Trade receivables,1085,936,890,907,919,705,934,3860,3658,2837,3107,3086,
    └─ Receivables over 6m,191,0,0,0,0,0,0,0,484,331,291,,231
    └─ Receivables under 6m,898,943,901,918,931,716,960,3867,3226,2558,2875,,1512
    └─ Prov for Doubtful,-5,-7,-12,-11,-12,-11,-26,-7,-52,-52,-58,,-48
  └─ Cash Equivalents,48,80,51,63,45,69,116,256,931,1988,2270,2934,
  └─ Loans n Advances,68,41,259,146,213,107,136,532,703,579,910,1125,
  └─ Other asset items,3150,4563,572,409,294,414,391,1346,1726,1816,1701,2481,
Total Assets,14018,14858,10909,10834,10715,10678,10735,22576,27115,30765,35917,40704,
