Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3.02,3.02,3.02,3.02,3.02,9.90,10.10,10.10,26.51
Reserves,9.16,13.19,41.85,41.16,41.58,46.47,50.46,50.61,83.22
Borrowings,1.67,69.92,1.74,3.18,1.74,1.69,3.77,46.13,5.38
  └─ Long term Borrowings,1.67,1.60,1.66,1.66,1.66,1.66,3.73,4.11,2.82
  └─ Short term Borrowings,0.00,68.32,0.08,1.52,0.08,0.03,0.04,42.02,2.56
Other Liabilities,1.54,9.64,19.41,25.09,22.30,26.91,29.46,21.00,20.60
  └─ Non controlling int,0.00,0.55,16.25,15.79,16.22,16.39,16.49,16.51,16.55
  └─ Trade Payables,1.53,5.82,2.08,8.99,1.70,9.72,11.08,3.01,2.44
  └─ Advance from Customers,0.00,0.53,0.04,0.16,0.18,0.00,0.00,0.00,
  └─ Other liability items,0.01,2.74,1.04,0.15,4.20,0.80,1.89,1.48,1.61
Total Liabilities,15.39,95.77,66.02,72.45,68.64,84.97,93.79,127.84,135.71
Fixed Assets,0.05,14.55,8.90,13.42,12.70,12.17,11.66,11.14,10.64
  └─ Plant Machinery,0.00,0.75,0.75,0.75,0.75,0.75,0.75,0.75,
  └─ Equipments,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
  └─ Computers,0.00,0.72,0.72,0.72,0.72,0.72,0.72,0.72,
  └─ Furniture n fittings,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,
  └─ Vehicles,0.00,0.23,0.23,0.23,0.23,0.23,0.23,0.23,
  └─ Intangible Assets,0.00,5.91,5.91,5.91,5.91,5.91,5.91,5.91,10.53
  └─ Other fixed assets,0.01,29.00,29.00,36.50,37.50,37.50,37.50,37.50,
  └─ Gross Block,0.06,36.68,36.68,44.18,45.18,45.18,45.18,45.18,
  └─ Accumulated Depreciation,0.01,22.13,27.78,30.76,32.48,33.01,33.52,34.04,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,7.32
Investments,2.17,1.37,4.16,4.01,0.59,0.59,3.59,2.82,0.77
Other Assets,13.17,79.85,52.96,55.02,55.35,72.21,78.54,113.54,116.98
  └─ Inventories,0,6,6,1,1,0,0,0,0
  └─ Trade receivables,10,23,10,9,6,13,15,7,16
    └─ Receivables over 6m,10.02,17.86,9.30,8.10,5.78,5.87,15.08,7.34,
    └─ Receivables under 6m,0.00,5.58,0.66,0.53,0.00,6.66,0.40,0.08,
  └─ Cash Equivalents,0,0,5,15,0,3,1,0,7
  └─ Loans n Advances,3,8,10,8,24,30,18,69,56
  └─ Other asset items,0,42,23,23,25,28,44,37,37
Total Assets,15.39,95.77,66.02,72.45,68.64,84.97,93.79,127.84,135.71
