Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,575,575,575,575,814,815,815,1038
Reserves,907,1028,1252,1650,2690,2750,3262,5745
Borrowings,3123,2298,1251,2954,4648,4014,4358,6906
  └─ Long term Borrowings,219,139,113,528,612,677,622,816
  └─ Short term Borrowings,2835,2079,1138,2426,4019,3318,3719,6057
  └─ Lease Liabilities,0,0,0,0,17,19,18,34
  └─ Other Borrowings,69,79,0,0,0,0,0,
Other Liabilities,1022,1109,1344,2749,2504,2083,2711,4247
  └─ Trade Payables,708,806,940,2273,1912,1488,2028,3084
  └─ Advance from Customers,7,9,7,13,11,10,9,
  └─ Other liability items,307,294,398,463,581,585,673,1163
Total Liabilities,5628,5010,4423,7928,10657,9661,11146,17936
Fixed Assets,1024,1214,1226,1261,2872,3431,3349,6026
  └─ Land,6,6,6,6,454,456,470,
  └─ Building,152,396,403,409,463,573,581,
  └─ Plant Machinery,1053,1066,1151,1262,2452,3087,3214,
  └─ Equipments,8,8,9,10,16,18,21,
  └─ Furniture n fittings,3,3,4,4,5,5,7,
  └─ Railway sidings,7,7,7,8,27,27,27,
  └─ Vehicles,4,5,5,5,9,17,22,
  └─ Intangible Assets,0,0,0,0,58,58,58,203
  └─ Other fixed assets,3,4,4,4,6,7,8,
  └─ Gross Block,1238,1496,1589,1710,3490,4249,4407,
  └─ Accumulated Depreciation,213,282,362,449,618,818,1058,
CWIP,255,149,220,336,697,372,553,424
Investments,0,3,125,553,3,3,272,25
Other Assets,4349,3644,2852,5778,7085,5855,6972,11461
  └─ Inventories,1422,1079,899,2293,2238,1831,2287,4627
  └─ Trade receivables,2342,2149,1156,902,3690,2720,2535,4790
    └─ Receivables over 6m,0,0,0,141,224,527,378,
    └─ Receivables under 6m,2364,2177,1190,807,3523,2258,2225,
    └─ Prov for Doubtful,-22,-28,-35,-45,-58,-64,-68,
  └─ Cash Equivalents,20,6,93,598,110,118,904,392
  └─ Loans n Advances,8,4,200,40,52,41,41,24
  └─ Other asset items,557,406,504,1944,996,1145,1205,1629
Total Assets,5628,5010,4423,7928,10657,9661,11146,17936
