Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,361,384,384,385,385,385,386,386,386,387
Reserves,3418,6693,6561,5493,-274,-6373,-6638,1610,8982,6584
Borrowings,2596,2254,2429,22719,29860,36878,44860,51280,66810,77749
  └─ Long term Borrowings,2396,2241,2194,347,382,416,0,0,0,0
  └─ Short term Borrowings,0,0,0,0,2124,3481,2252,1892,1800,1806
  └─ Lease Liabilities,0,0,0,22034,27354,32981,42602,49388,65010,75943
  └─ Preference Capital,0,0,0,0,0,0,6,0,0,0
  └─ Other Borrowings,200,13,236,339,-0,0,0,0,0,
Other Liabilities,8834,11798,15651,13504,13081,15073,20562,28948,39666,51282
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,16
  └─ Trade Payables,775,1000,1453,1568,1551,3152,3209,3158,4176,4990
  └─ Advance from Customers,177,372,447,470,304,417,678,860,1125,
  └─ Other liability items,7883,10425,13751,11466,11225,11504,16676,24931,34365,46275
Total Liabilities,15210,21129,25026,42101,43051,45963,59170,82224,115844,136002
Fixed Assets,3794,4579,5662,16779,18817,21284,27658,36154,51782,63178
  └─ Land,0.00,0.00,0.00,289.94,294.42,328.83,328.83,328.80,328.80,
  └─ Building,159.20,222.22,291.05,471.12,582.23,503.19,829.00,906.50,1022.00,
  └─ Equipments,131.52,153.33,235.16,853.68,890.15,912.66,1016.36,1612.70,1925.40,
  └─ Computers,43.59,69.86,92.13,116.91,131.72,160.06,165.89,238.60,296.70,
  └─ Furniture n fittings,19.45,22.25,28.08,34.02,36.63,37.81,48.89,69.60,79.30,
  └─ Vehicles,4243.06,5278.85,6813.34,20644.11,25737.07,31155.53,40674.48,54324.60,76089.90,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.60
  └─ Other fixed assets,75.51,101.88,115.74,146.75,163.07,170.15,172.57,226.50,229.30,
  └─ Gross Block,4672.33,5848.39,7575.50,22556.53,27835.29,33268.23,43236.02,57707.30,79971.40,
  └─ Accumulated Depreciation,878.49,1269.58,1913.46,5777.24,9018.65,11984.57,15577.63,21553.80,28189.70,
CWIP,25,32,24,140,72,125,21,1,3,39
Investments,3713,6344,6517,9499,7339,8106,11558,16546,26093,27675
Other Assets,7677,10174,12824,15682,16823,16447,19933,29524,37966,45111
  └─ Inventories,163,183,211,286,316,408,591,625,820,985
  └─ Trade receivables,159,226,362,259,219,333,520,642,740,600
  └─ Cash Equivalents,4633,6581,8622,10872,11228,10120,11840,16721,18963,23999
  └─ Loans n Advances,191,218,428,127,98,130,127,221,1479,7111
  └─ Other asset items,2532,2966,3199,4137,4962,5456,6855,11315,15963,12416
Total Assets,15210,21129,25026,42101,43051,45963,59170,82224,115844,136002
