Metric,Mar 2012,Mar 2013
Equity Capital,10.25,10.25
Reserves,5.30,5.88
Borrowings,0.00,0.40
  └─ Long term Borrowings,0.00,0.40
Other Liabilities,0.39,1.06
  └─ Advance from Customers,0.00,0.03
  └─ Other liability items,0.39,1.03
Total Liabilities,15.94,17.59
Fixed Assets,0.00,0.16
  └─ Computers,0.00,0.03
  └─ Furniture n fittings,0.00,0.01
  └─ Vehicles,0.00,0.16
  └─ Gross Block,0.00,0.20
  └─ Accumulated Depreciation,0.00,0.03
CWIP,0.00,0.00
Investments,0.00,0.00
Other Assets,15.94,17.43
  └─ Inventories,0.08,0.02
  └─ Cash Equivalents,0.04,0.56
  └─ Other asset items,15.82,16.85
Total Assets,15.94,17.59
