Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,31,30,30,30,30,30,30,30,30,30,30
Reserves,9495,8760,9942,9088,9231,9783,10650,10976,12027,13784,14816
Borrowings,50,0,0,0,74,54,73,53,39,118,119
  └─ Long term Borrowings,15,0,0,0,0,0,0,0,0,0,0
  └─ Lease Liabilities,0,0,0,0,74,54,73,53,39,118,119
  └─ Other Borrowings,35,0,0,0,0,0,0,0,0,0,
Other Liabilities,2848,3000,3946,3583,3977,4898,4650,5194,5252,6310,6716
  └─ Trade Payables,1309,1340,2023,1578,1605,2223,2240,2725,2568,2958,3434
  └─ Advance from Customers,20,0,0,0,0,0,0,38,30,28,
  └─ Other liability items,1520,1660,1923,2006,2372,2675,2409,2431,2655,3323,3281
Total Liabilities,12425,11791,13919,12701,13311,14764,15402,16252,17348,20241,21680
Fixed Assets,1149,1514,1318,1176,1342,1241,1212,1731,1770,1622,1654
  └─ Land,178.00,174.50,184.20,184.20,172.40,171.70,117.90,117.70,117.60,117.50,
  └─ Building,403.50,461.90,463.80,472.50,780.50,800.00,952.60,953.00,983.70,1059.80,
  └─ Plant Machinery,969.80,1450.80,1657.60,1925.50,2173.10,2228.80,2346.10,2788.80,2914.00,2921.80,
  └─ Equipments,28.30,55.60,79.70,24.60,30.10,129.80,142.20,41.70,47.70,47.10,
  └─ Furniture n fittings,16.40,20.90,24.00,29.00,39.20,35.30,36.50,40.60,44.30,39.10,
  └─ Vehicles,20.80,33.10,40.40,46.90,50.20,51.00,58.10,66.20,57.30,59.80,
  └─ Other fixed assets,0.00,220.80,221.50,226.80,223.60,222.40,220.40,683.10,874.30,883.60,
  └─ Gross Block,1616.80,2417.60,2671.20,2909.50,3469.10,3639.00,3873.80,4691.10,5038.90,5128.70,
  └─ Accumulated Depreciation,468.10,903.90,1353.70,1733.80,2127.10,2398.30,2662.30,2959.80,3268.80,3506.40,
CWIP,151,129,313,644,487,488,605,366,224,396,358
Investments,4620,3918,5232,4045,4033,5150,5521,5018,5121,7160,8020
Other Assets,6505,6231,7056,6836,7450,7886,8064,9138,10234,11062,11648
  └─ Inventories,1192,1180,1226,1444,1116,1298,1729,1903,1893,1942,2124
  └─ Trade receivables,1322,1186,1616,1568,1413,1387,1527,1903,2182,2365,2773
  └─ Cash Equivalents,1832,1718,1888,1253,2256,2451,1706,2057,608,508,403
  └─ Loans n Advances,283,14,14,13,12,525,928,1187,1515,1406,1588
  └─ Other asset items,1877,2132,2313,2558,2652,2224,2175,2088,4036,4842,4760
Total Assets,12425,11791,13919,12701,13311,14764,15402,16252,17348,20241,21680
