Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3.39,3.39,3.39,3.39,10.16,10.16,10.16,10.16,10.16
Reserves,6.16,11.79,14.21,15.44,10.96,13.57,16.29,18.17,20.97
Borrowings,5.98,2.62,3.84,3.40,0.68,8.09,12.38,12.40,3.37
  └─ Long term Borrowings,3.48,2.23,1.39,1.08,0.62,2.39,5.21,2.78,1.00
  └─ Short term Borrowings,2.50,0.39,2.44,2.31,0.06,5.69,7.18,9.62,2.33
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04
  └─ Other Borrowings,0.00,0.00,0.01,0.01,0.00,0.01,-0.01,0.00,
Other Liabilities,4.89,8.08,5.29,6.45,5.81,6.54,12.58,11.20,19.02
  └─ Trade Payables,2.07,0.82,0.91,1.42,1.11,1.27,3.71,2.97,2.95
  └─ Other liability items,2.82,7.26,4.38,5.03,4.70,5.27,8.87,8.23,16.07
Total Liabilities,20.42,25.88,26.73,28.68,27.61,38.36,51.41,51.93,53.52
Fixed Assets,4.29,3.38,2.80,2.28,2.06,3.02,4.16,11.44,11.10
  └─ Building,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.52,
  └─ Equipments,1.67,1.96,2.08,2.15,2.31,2.56,3.11,3.44,
  └─ Computers,3.91,4.38,4.76,5.14,5.65,6.43,7.73,8.16,
  └─ Furniture n fittings,2.35,2.53,2.72,2.87,2.87,3.90,4.42,8.07,
  └─ Vehicles,0.93,1.30,1.30,1.30,1.38,1.38,1.62,1.55,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19
  └─ Other fixed assets,-0.01,0.00,0.00,-0.01,0.00,0.01,-0.01,0.00,
  └─ Gross Block,8.85,10.17,10.86,11.45,12.21,14.28,16.87,26.74,
  └─ Accumulated Depreciation,4.56,6.78,8.06,9.17,10.15,11.26,12.71,15.29,
CWIP,0.00,0.00,0.00,0.14,0.82,3.19,7.60,0.81,4.49
Investments,0.02,0.04,0.10,0.07,0.11,0.10,0.07,0.07,0.00
Other Assets,16.11,22.46,23.83,26.19,24.62,32.05,39.58,39.61,37.93
  └─ Trade receivables,6.18,7.36,7.93,10.21,9.87,18.33,15.76,18.48,15.52
    └─ Receivables over 6m,0.28,7.36,1.54,2.23,2.51,2.48,2.33,3.86,
    └─ Receivables under 6m,5.91,0.00,6.40,7.98,7.35,15.85,13.43,14.62,
  └─ Cash Equivalents,4.10,5.86,6.85,8.28,7.05,4.92,11.76,5.20,8.29
  └─ Loans n Advances,0.00,1.07,0.83,2.92,3.05,2.57,2.36,3.03,4.54
  └─ Other asset items,5.83,8.17,8.22,4.78,4.65,6.23,9.70,12.90,9.58
Total Assets,20.42,25.88,26.73,28.68,27.61,38.36,51.41,51.93,53.52
