Metric,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2012
Equity Capital,9,9,9,9,9,9,9,,27,162,162,486,
Reserves,295,329,351,355,420,522,662,,1907,1996,2451,2768,
Borrowings,0,0,0,0,0,0,0,,206,133,1890,999,
  └─ Long term Borrowings,0,0,0,0,0,0,0,,161,98,1335,578,
  └─ Short term Borrowings,0,0,0,0,0,0,0,,43,33,547,417,
  └─ Lease Liabilities,0,0,0,0,0,0,0,,2,2,8,5,
Other Liabilities,164,177,174,145,167,156,191,,392,302,1146,1274,
  └─ Non controlling int,27,27,29,29,31,32,33,,0,0,15,16,29
  └─ Trade Payables,24,53,42,25,29,47,75,,252,135,747,852,19
  └─ Advance from Customers,11,10,12,17,12,4,4,,7,5,14,,12
  └─ Other liability items,101,87,91,74,94,73,80,,133,163,370,406,131
Total Liabilities,467,514,533,508,596,687,862,,2532,2593,5648,5527,
Fixed Assets,229,222,225,224,225,262,260,,878,886,3111,3300,
  └─ Land,56,56,59,55,43,48,55,,188,210,598,,61
  └─ Building,36,36,38,46,34,35,29,,143,153,565,,25
  └─ Plant Machinery,159,167,171,172,130,133,136,,640,668,1800,,157
  └─ Equipments,2,3,4,4,2,3,4,,9,10,22,,2
  └─ Furniture n fittings,1,1,3,3,2,2,3,,7,8,11,,1
  └─ Railway sidings,0,0,0,0,0,0,0,,0,0,0,,0
  └─ Vehicles,5,5,6,4,7,10,11,,30,35,27,,5
  └─ Intangible Assets,2,2,2,2,2,2,2,,0,0,340,382,2
  └─ Other fixed assets,107,107,-0,3,18,54,54,,49,49,99,,107
  └─ Gross Block,367,376,282,289,237,285,293,,1066,1133,3463,,360
  └─ Accumulated Depreciation,138,154,57,65,12,23,33,,189,246,352,,119
CWIP,28,5,4,3,4,12,202,,67,116,373,142,
Investments,40,45,58,48,119,175,65,,469,484,227,281,
Other Assets,170,242,245,234,248,238,335,,1118,1106,1937,1804,
  └─ Inventories,40,59,83,60,89,87,65,,292,388,952,872,53
  └─ Trade receivables,18,41,6,8,6,4,21,,144,34,374,438,46
  └─ Cash Equivalents,12,21,29,27,29,38,69,,513,60,45,88,7
  └─ Loans n Advances,22,24,8,11,1,18,23,,5,21,40,111,19
  └─ Other asset items,78,97,119,128,122,91,158,,163,603,526,295,72
Total Assets,467,514,533,508,596,687,862,,2532,2593,5648,5527,
