Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,3,3,3,3,3,3,3,3,3
Reserves,10,14,30,46,47,73,96,121,159,201,242
Borrowings,9,10,1,0,0,0,9,9,7,4,1
  └─ Long term Borrowings,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Short term Borrowings,8.93,9.74,0.88,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,9.12,9.37,6.80,3.95,0.91
  └─ Other Borrowings,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,14,17,23,34,45,34,31,23,21,20,25
  └─ Non controlling int,0.61,1.93,4.63,5.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Trade Payables,3.25,5.80,4.14,10.13,4.02,3.36,1.27,2.03,1.17,1.96,4.19
  └─ Advance from Customers,0.01,0.14,0.66,0.56,0.14,0.09,0.00,2.40,0.00,0.00,
  └─ Other liability items,10.37,9.14,13.82,17.78,41.31,30.95,29.26,18.16,20.06,17.94,20.69
Total Liabilities,37,44,57,83,96,111,138,156,190,228,271
Fixed Assets,6,6,6,6,5,1,12,14,10,6,3
  └─ Building,1.55,0.89,0.89,0.89,0.89,0.89,0.89,0.00,0.00,0.00,
  └─ Equipments,0.31,0.07,0.09,0.14,0.14,0.15,0.24,0.63,0.64,0.67,
  └─ Computers,1.32,0.85,2.35,2.47,2.67,2.86,3.89,6.23,8.49,8.69,
  └─ Furniture n fittings,0.56,0.28,0.28,0.30,0.30,0.30,0.09,0.11,0.15,0.15,
  └─ Vehicles,0.15,0.13,0.22,0.33,0.33,0.34,1.63,1.63,2.20,2.20,
  └─ Intangible Assets,3.91,3.91,3.91,4.56,0.00,0.00,0.00,0.00,0.00,0.00,0.41
  └─ Other fixed assets,3.52,1.21,1.83,1.84,12.92,12.96,14.44,17.98,17.98,19.37,
  └─ Gross Block,11.32,7.34,9.57,10.53,17.25,17.50,21.18,26.58,29.46,31.08,
  └─ Accumulated Depreciation,5.47,1.29,3.51,4.82,12.04,16.88,8.70,12.99,19.31,24.82,
CWIP,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,10,25,1,5,24,60,119,144
Other Assets,31,38,51,68,65,109,121,119,120,103,124
  └─ Trade receivables,14,18,24,26,23,17,22,35,39,39,52
  └─ Cash Equivalents,4,3,6,14,14,76,74,56,63,48,28
  └─ Loans n Advances,7,8,4,4,4,3,3,4,4,3,13
  └─ Other asset items,7,9,17,23,25,13,22,24,15,13,31
Total Assets,37,44,57,83,96,111,138,156,190,228,271
