Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,8,8,20,22,22,23,23,23
Reserves,51,72,110,146,451,493,714,715,758
Borrowings,56,77,91,90,120,170,14,36,120
  └─ Long term Borrowings,20,32,39,27,13,4,1,-0,5
  └─ Short term Borrowings,32,40,40,63,107,166,14,36,115
  └─ Other Borrowings,4,6,11,-0,-0,-0,-0,-0,
Other Liabilities,28,31,41,59,65,74,67,61,102
  └─ Trade Payables,25,22,32,47,45,32,45,33,58
  └─ Advance from Customers,0,0,0,1,0,1,2,0,
  └─ Other liability items,4,8,9,10,20,41,21,28,43
Total Liabilities,144,188,249,315,658,759,819,836,1004
Fixed Assets,57,67,111,120,160,196,427,526,611
  └─ Land,12.55,12.33,12.11,12.72,32.55,32.55,32.05,32.05,
  └─ Building,17.23,20.01,32.72,37.45,37.65,50.48,154.40,169.77,
  └─ Plant Machinery,23.21,29.75,60.38,68.51,92.28,112.52,228.74,324.73,
  └─ Equipments,0.42,2.85,3.17,1.40,2.03,2.67,4.27,5.64,
  └─ Computers,0.28,0.49,0.73,0.98,1.44,2.81,3.87,4.30,
  └─ Furniture n fittings,4.36,6.01,11.23,12.00,14.04,24.28,57.97,70.35,
  └─ Vehicles,1.74,1.74,1.80,5.45,5.51,5.51,5.69,5.65,
  └─ Intangible Assets,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.83
  └─ Other fixed assets,0.19,0.27,0.33,0.36,0.63,0.95,1.02,1.10,
  └─ Gross Block,59.99,73.46,122.48,138.88,186.14,231.78,488.02,613.60,
  └─ Accumulated Depreciation,2.95,6.74,11.30,18.44,26.53,35.53,61.14,87.85,
CWIP,10,6,5,10,51,231,77,27,23
Investments,1,0,0,0,0,0,10,0,4
Other Assets,76,115,133,185,447,332,305,283,365
  └─ Inventories,29,36,64,72,170,162,153,134,196
  └─ Trade receivables,29,41,50,91,57,84,70,83,119
  └─ Cash Equivalents,8,16,11,5,177,45,38,14,9
  └─ Loans n Advances,1,4,1,3,3,9,12,15,5
  └─ Other asset items,10,18,8,13,41,31,32,38,36
Total Assets,144,188,249,315,658,759,819,836,1004
