Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,73,73,73,73,73,73,73,73,73,73,73
Reserves,2854,3282,3748,4222,4522,5301,5826,6066,6002,5596,5117
Borrowings,295,353,291,247,205,498,594,597,544,561,575
  └─ Long term Borrowings,222,284,230,185,137,433,549,459,343,309,240
  └─ Short term Borrowings,3,7,4,3,2,64,44,137,201,242,328
  └─ Lease Liabilities,0,0,0,0,0,1,1,1,1,9,8
  └─ Other Borrowings,70,62,56,60,66,0,0,0,0,-0,
Other Liabilities,671,726,859,988,1090,1282,1484,1599,1404,1756,1766
  └─ Trade Payables,185,226,279,311,321,283,353,494,375,508,490
  └─ Advance from Customers,4,11,5,7,16,14,23,31,37,39,
  └─ Other liability items,482,490,576,670,753,985,1108,1074,992,1210,1276
Total Liabilities,3894,4435,4970,5531,5891,7154,7977,8335,8023,7987,7533
Fixed Assets,1821,2073,2104,2300,2610,2587,2702,4250,4617,4584,4343
  └─ Land,14.53,64.64,40.05,40.07,1.03,1.03,1.03,1.03,1.03,1.03,
  └─ Building,136.78,139.73,139.74,145.63,180.23,206.50,294.62,379.04,432.43,546.46,
  └─ Plant Machinery,1700.61,1825.76,2168.15,2507.16,2895.10,3008.91,3209.64,4890.08,5550.53,5764.88,
  └─ Computers,0.00,5.15,9.77,10.57,10.58,13.14,13.18,13.98,14.07,14.69,
  └─ Furniture n fittings,5.05,6.04,6.27,6.93,7.49,10.57,12.50,67.38,84.20,85.95,
  └─ Vehicles,1.77,1.83,1.76,1.91,1.88,2.07,2.17,2.11,2.31,2.40,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32
  └─ Other fixed assets,67.40,71.80,73.90,78.14,166.96,165.89,183.36,186.46,198.74,224.22,
  └─ Gross Block,1926.14,2114.95,2439.64,2790.41,3263.27,3408.11,3716.50,5540.08,6283.31,6639.63,
  └─ Accumulated Depreciation,105.07,41.49,335.28,490.17,653.44,821.25,1014.85,1290.48,1666.14,2055.54,
CWIP,83,151,252,307,445,1109,1787,544,95,79,122
Investments,854,1016,1145,1065,1242,2092,2110,1831,2093,1976,1633
Other Assets,1136,1196,1469,1858,1594,1366,1379,1710,1218,1348,1434
  └─ Inventories,185,170,265,231,236,226,353,461,407,486,450
  └─ Trade receivables,326,329,403,487,374,289,303,285,178,263,407
    └─ Receivables over 6m,0,0,0,0,0,0,0,14,40,47,
    └─ Receivables under 6m,347,348,425,512,405,323,337,304,165,238,
    └─ Prov for Doubtful,-21,-19,-21,-25,-30,-34,-34,-34,-27,-22,
  └─ Cash Equivalents,50,131,134,271,44,357,300,483,162,134,171
  └─ Loans n Advances,20,15,48,44,48,42,44,84,37,78,132
  └─ Other asset items,555,551,619,825,891,452,380,398,434,387,273
Total Assets,3894,4435,4970,5531,5891,7154,7977,8335,8023,7987,7533
