Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,19,19,19,19,19,19,19,35,35,35,35,52,
Reserves,50,49,23,24,25,26,25,33,35,32,61,253,
Borrowings,13,12,1,2,2,4,0,4,11,16,7,96,
  └─ Long term Borrowings,0,0,0,0,0,0,0,0,0,0,0,18,
  └─ Short term Borrowings,13,12,1,2,2,4,0,4,6,10,2,55,
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,5,6,4,23,
  └─ Other Borrowings,-1,0,0,0,0,0,0,0,0,0,-0,,
Other Liabilities,16,11,18,11,12,14,13,17,18,23,25,45,
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.15,
  └─ Trade Payables,7.04,4.21,3.51,4.10,5.18,7.06,6.22,8.61,9.16,12.41,13.08,18.01,
  └─ Advance from Customers,0.00,0.00,0.15,0.00,0.04,0.12,0.08,1.34,0.93,4.11,7.23,,
  └─ Other liability items,9.18,7.25,14.54,6.67,6.35,6.74,6.33,6.76,7.59,6.13,4.62,21.16,
Total Liabilities,98,91,61,56,57,63,57,88,97,105,128,447,
Fixed Assets,34,30,20,19,20,19,19,19,25,27,21,301,
  └─ Land,8,8,8,8,8,8,8,8,8,8,4,,
  └─ Building,3,3,1,1,1,1,1,1,6,9,8,,
  └─ Plant Machinery,0,0,0,0,0,0,0,0,0,0,0,,
  └─ Equipments,1,1,0,0,0,0,0,0,0,0,0,,
  └─ Computers,15,15,0,0,0,0,1,1,3,5,5,,
  └─ Furniture n fittings,3,3,0,0,0,0,0,0,0,0,0,,
  └─ Vehicles,2,2,1,1,1,1,1,1,1,1,1,,
  └─ Intangible Assets,9,9,9,9,9,9,9,9,10,10,9,226,
  └─ Other fixed assets,29,29,0,-0,-0,0,-0,-0,-0,0,-0,,
  └─ Gross Block,71,71,20,20,20,20,21,21,29,34,28,,
  └─ Accumulated Depreciation,37,41,0,1,1,1,1,2,5,6,6,,
CWIP,13,13,0,0,0,0,0,0,1,2,1,0,
Investments,0,0,0,0,0,0,0,0,7,7,15,2,
Other Assets,50,48,41,37,38,43,37,69,65,70,91,144,
  └─ Trade receivables,11,6,6,8,9,12,10,13,24,22,19,33,
    └─ Receivables over 6m,0.76,1.66,0.00,0.00,0.00,0.00,0.90,1.05,1.03,3.13,2.14,,1.82
    └─ Receivables under 6m,10.09,4.23,6.21,7.89,8.81,11.75,9.26,11.98,22.85,19.08,18.49,,11.34
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.24,-1.28,,-1.20
  └─ Cash Equivalents,17,17,15,6,5,4,2,33,16,20,29,19,
  └─ Loans n Advances,5,5,17,19,22,26,24,21,23,22,19,67,
  └─ Other asset items,17,20,3,4,2,2,2,2,2,5,23,24,
Total Assets,98,91,61,56,57,63,57,88,97,105,128,447,
