Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Equity Capital,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98
Reserves,3.09,3.74,3.73,4.80,4.79,2.68,2.70,2.84,2.78
Borrowing,0.00,0.00,0.06,0.05,0.15,1.31,0.01,0.14,0.00
Other Liabilities,0.96,1.43,1.86,2.00,1.63,0.23,0.44,0.44,0.02
  └─ Non controlling int,0.92,1.32,1.74,1.85,1.58,0.00,0.40,0.40,0.00
  └─ Trade Payables,0.03,0.00,0.08,0.04,0.01,0.20,0.00,0.00,0.00
  └─ Advance from Customers,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,
  └─ Other liability items,0.00,0.10,0.04,0.10,0.04,0.03,0.04,0.04,0.02
Total Liabilities,17.03,18.15,18.63,19.83,19.55,17.20,16.13,16.40,15.78
Fixed Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.16
Investments,12.53,13.23,13.58,6.30,3.22,0.45,0.48,1.05,6.16
Other Assets,4.50,4.92,5.05,13.53,16.33,16.75,15.65,15.20,9.46
  └─ Inventories,0.00,0.00,0.09,0.09,2.14,6.74,4.80,4.67,0.00
  └─ Trade receivables,0.02,0.55,0.55,0.63,0.54,1.38,0.01,0.01,0.14
  └─ Cash Equivalents,0.19,0.11,0.28,0.31,0.47,0.19,0.59,0.02,0.02
  └─ Loans n Advances,0.05,0.05,0.00,0.00,0.00,0.39,0.35,0.22,8.63
  └─ Other asset items,4.24,4.21,4.13,12.50,13.18,8.05,9.90,10.28,0.67
Total Assets,17.03,18.15,18.63,19.83,19.55,17.20,16.13,16.40,15.78
