Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.03,0.03,5,5,7,7
Reserves,-2,-1,-0,9,34,43
Borrowings,9,11,9,19,14,28
  └─ Long term Borrowings,0.28,1.69,3.76,9.26,5.54,4.17
  └─ Short term Borrowings,8.93,9.25,5.11,9.88,8.48,23.97
Other Liabilities,1,1,2,9,6,13
  └─ Non controlling int,0.00,0.00,0.00,0.58,1.14,2.60
  └─ Trade Payables,0.34,0.62,1.30,3.31,2.19,5.72
  └─ Advance from Customers,0.13,0.06,0.07,2.81,0.72,
  └─ Other liability items,0.53,0.38,0.37,2.23,1.59,5.16
Total Liabilities,9,11,15,42,60,91
Fixed Assets,4,4,4,7,6,9
  └─ Building,1.69,1.69,1.69,1.73,1.92,
  └─ Plant Machinery,3.95,4.06,4.12,6.83,7.64,
  └─ Equipments,0.05,0.07,0.09,0.19,0.26,
  └─ Computers,0.03,0.03,0.03,0.00,0.00,
  └─ Furniture n fittings,0.02,0.06,0.06,0.09,0.09,
  └─ Vehicles,0.00,0.21,0.21,0.44,0.44,
  └─ Intangible Assets,0.00,0.00,0.00,1.10,0.08,0.08
  └─ Other fixed assets,0.00,0.00,0.01,0.02,0.06,
  └─ Gross Block,5.74,6.12,6.21,10.40,10.49,
  └─ Accumulated Depreciation,1.40,1.92,2.44,3.76,4.65,
CWIP,0,0,0,0,1,8
Investments,0,0,0,0,0,1
Other Assets,4,7,11,36,54,73
  └─ Inventories,0.72,2.31,5.21,12.40,18.87,35.74
  └─ Trade receivables,0.77,1.31,3.10,12.73,15.20,15.65
    └─ Receivables over 6m,0.49,0.71,0.76,1.97,2.49,
    └─ Receivables under 6m,0.28,0.61,2.34,10.77,12.71,
  └─ Cash Equivalents,0.23,0.30,0.76,3.72,1.56,2.06
  └─ Loans n Advances,0.47,0.52,0.93,1.20,1.97,4.98
  └─ Other asset items,2.20,2.09,1.36,5.61,16.20,14.91
Total Assets,9,11,15,42,60,91
