Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30
Reserves,69.86,77.24,74.57,64.82,50.63,51.01,59.29,70.57,78.01,84.60
Borrowings,92.55,137.29,89.50,103.27,31.73,21.53,2.04,0.00,0.00,7.77
  └─ Long term Borrowings,14.75,10.40,6.48,4.32,3.22,6.19,0.00,0.00,0.00,0.70
  └─ Short term Borrowings,77.81,126.90,83.02,98.94,28.51,15.34,2.04,0.00,0.00,7.07
  └─ Other Borrowings,-0.01,-0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,47.71,56.21,34.03,14.95,7.28,0.39,-0.57,0.58,0.42,2.40
  └─ Non controlling int,1.12,1.28,-0.07,-2.07,-2.51,-4.99,-4.44,0.00,0.00,0.00
  └─ Trade Payables,30.54,42.20,25.37,5.89,0.48,3.77,3.29,0.00,0.00,0.38
  └─ Advance from Customers,5.16,2.18,0.56,2.55,1.55,0.04,0.00,0.00,0.00,
  └─ Other liability items,10.89,10.55,8.17,8.58,7.76,1.57,0.58,0.58,0.42,2.02
Total Liabilities,216.42,277.04,204.40,189.34,95.94,79.23,67.06,77.45,84.73,101.07
Fixed Assets,26.45,30.26,26.83,23.74,20.67,18.60,15.57,4.91,4.60,5.77
  └─ Land,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.35,0.35,
  └─ Building,6.94,10.90,10.92,10.92,10.92,11.39,11.39,0.29,0.29,
  └─ Plant Machinery,23.60,26.86,26.88,27.16,27.05,26.23,14.48,7.03,7.03,
  └─ Equipments,0.43,0.53,0.56,0.57,0.54,0.31,0.27,0.00,0.00,
  └─ Computers,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,
  └─ Furniture n fittings,2.67,2.77,2.77,2.74,2.74,2.74,2.74,0.00,0.00,
  └─ Vehicles,0.77,0.71,0.87,0.87,0.66,0.63,0.63,0.63,0.63,
  └─ Wind turbines,14.81,14.54,14.54,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30
  └─ Other fixed assets,0.27,0.31,0.31,14.92,14.90,14.73,14.93,8.77,8.77,
  └─ Gross Block,50.17,57.30,57.53,57.86,57.49,56.71,45.13,17.09,17.11,
  └─ Accumulated Depreciation,23.72,27.04,30.70,34.12,36.82,38.11,29.56,12.18,12.51,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,10.22,10.70,13.61,14.72,16.76,17.73,24.99,56.71,63.78,65.62
Other Assets,179.75,236.08,163.96,150.88,58.51,42.90,26.50,15.83,16.35,29.68
  └─ Inventories,46.27,45.27,57.50,34.23,12.38,4.48,1.15,0.00,0.00,1.93
  └─ Trade receivables,83.43,160.04,78.79,69.45,11.50,7.57,1.46,0.32,1.10,5.34
  └─ Cash Equivalents,2.36,5.43,5.23,15.86,5.30,4.70,1.91,2.54,2.54,1.74
  └─ Loans n Advances,26.01,2.39,4.46,6.38,5.30,4.17,4.27,3.31,4.52,0.11
  └─ Other asset items,21.68,22.95,17.98,24.96,24.03,21.98,17.71,9.66,8.19,20.56
Total Assets,216.42,277.04,204.40,189.34,95.94,79.23,67.06,77.45,84.73,101.07
