Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Equity Capital,8.11,8.11,8.11,8.11
Reserves,5.91,10.49,18.37,14.84
Borrowings,10.43,17.82,38.53,37.52
  └─ Long term Borrowings,5.57,12.82,27.21,22.58
  └─ Short term Borrowings,3.24,3.10,7.16,6.03
  └─ Other Borrowings,1.62,1.90,4.16,8.91
Other Liabilities,9.91,14.93,14.47,15.52
  └─ Trade Payables,3.59,3.64,8.21,10.88
  └─ Advance from Customers,0.00,0.00,0.11,1.29
  └─ Other liability items,6.32,11.29,6.15,3.35
Total Liabilities,34.36,51.35,79.48,75.99
Fixed Assets,10.75,16.71,44.34,44.97
  └─ Land,0,2,2,2
  └─ Building,1,2,5,8
  └─ Plant Machinery,19,25,52,58
  └─ Equipments,0,0,0,0
  └─ Computers,0,0,0,0
  └─ Furniture n fittings,0,1,1,1
  └─ Vehicles,1,1,1,1
  └─ Other fixed assets,0,0,0,1
  └─ Gross Block,21,30,62,70
  └─ Accumulated Depreciation,11,14,17,25
CWIP,0.63,0.29,5.11,1.82
Investments,0.00,0.53,0.53,1.05
Other Assets,22.98,33.82,29.50,28.15
  └─ Inventories,4.86,4.95,6.09,5.07
  └─ Trade receivables,16.42,24.10,21.18,20.43
  └─ Cash Equivalents,0.01,0.03,0.28,0.04
  └─ Loans n Advances,0.46,0.10,0.36,0.43
  └─ Other asset items,1.23,4.64,1.59,2.18
Total Assets,34.36,51.35,79.48,75.99
