Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,14.61,14.61,16.29,19.11,19.11,19.11,19.11,19.11,19.11,19.11,19.11,19.11,
Reserves,35.54,41.10,52.81,64.60,67.12,67.71,66.07,66.10,63.49,64.14,64.59,64.42,
Borrowings,16.99,13.01,19.05,6.73,17.65,13.64,20.72,15.00,18.92,13.20,11.04,5.06,
  └─ Long term Borrowings,3.76,0.67,4.50,1.81,0.97,0.52,2.57,2.69,2.36,1.11,0.60,0.10,
  └─ Short term Borrowings,13.23,12.34,13.07,3.87,15.78,12.62,9.93,6.55,8.16,6.46,5.61,0.49,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,8.22,5.76,8.40,5.63,4.84,4.47,
  └─ Other Borrowings,0.00,0.00,1.48,1.05,0.90,0.50,0.00,0.00,0.00,0.00,-0.01,,
Other Liabilities,5.51,8.67,9.78,10.40,7.17,17.39,6.57,6.42,8.57,6.50,5.98,7.98,
  └─ Non controlling int,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,2.58,2.56,2.09,1.90,
  └─ Trade Payables,1.97,3.98,2.75,6.73,3.32,3.84,4.20,2.23,2.90,2.03,2.39,3.34,
  └─ Advance from Customers,0.15,0.00,0.13,0.11,0.17,0.10,0.08,0.11,0.11,0.12,0.10,,
  └─ Other liability items,3.39,4.57,6.90,3.56,3.68,13.45,2.29,4.08,2.98,1.79,1.40,2.74,
Total Liabilities,72.65,77.39,97.93,100.84,111.05,117.85,112.47,106.63,110.09,102.95,100.72,96.57,
Fixed Assets,35.35,31.49,37.53,35.40,53.71,60.60,54.69,50.36,50.43,53.49,50.59,46.13,
  └─ Land,14.68,14.68,14.68,14.68,14.68,11.03,11.03,11.03,11.03,11.03,11.03,,
  └─ Building,10.53,6.72,6.85,6.85,8.60,7.05,7.08,7.08,10.81,10.83,11.98,,
  └─ Plant Machinery,6.61,6.17,7.87,6.14,6.20,6.20,6.01,5.11,5.11,12.50,12.94,,
  └─ Equipments,2.59,2.01,5.88,7.66,8.35,21.03,20.99,33.67,33.71,34.66,35.56,,
  └─ Furniture n fittings,3.08,2.93,3.34,3.39,3.45,3.45,3.45,3.45,3.45,3.45,3.45,,
  └─ Vehicles,1.16,1.12,1.88,1.89,2.07,2.05,1.74,1.89,2.01,1.08,1.09,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,13.93,17.73,17.86,18.23,18.23,18.24,18.28,11.37,
  └─ Other fixed assets,36.44,36.47,38.23,13.06,19.13,21.34,22.69,0.64,2.45,2.62,2.71,,
  └─ Gross Block,75.09,70.10,78.73,53.67,76.41,89.88,90.85,81.10,86.80,94.41,97.04,,
  └─ Accumulated Depreciation,39.73,38.60,41.21,18.27,22.69,29.27,36.16,30.74,36.37,40.92,46.45,,
CWIP,0.13,0.81,19.20,24.12,8.78,2.22,2.49,0.20,0.00,0.00,0.00,0.00,
Investments,0.01,0.02,0.01,1.51,1.56,1.76,2.18,2.33,3.67,6.76,17.97,17.95,
Other Assets,37.16,45.07,41.19,39.81,47.00,53.27,53.11,53.74,55.99,42.70,32.16,32.49,
  └─ Inventories,0.61,3.11,0.59,0.87,1.13,1.90,1.77,1.38,0.45,0.26,0.45,0.38,
  └─ Trade receivables,10.60,7.45,11.40,13.05,17.55,23.73,22.14,14.08,15.19,16.57,13.59,14.11,
    └─ Receivables over 6m,3.69,1.54,0.00,0.00,0.00,0.00,7.09,4.21,6.94,6.35,4.44,,12.86
    └─ Receivables under 6m,6.91,5.91,11.40,13.05,17.55,23.73,15.04,10.13,9.09,11.46,11.09,,8.48
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.26,-0.84,-1.24,-1.94,,0.00
  └─ Cash Equivalents,0.45,2.94,3.15,2.55,2.12,1.11,1.58,0.85,0.73,0.68,0.69,5.48,
  └─ Loans n Advances,17.02,21.22,1.12,3.10,2.20,2.56,1.89,2.57,1.67,6.70,10.90,6.25,
  └─ Other asset items,8.48,10.35,24.93,20.24,24.00,23.97,25.73,34.86,37.95,18.49,6.53,6.27,
Total Assets,72.65,77.39,97.93,100.84,111.05,117.85,112.47,106.63,110.09,102.95,100.72,96.57,
