Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,88,132,140,210,316,316,316,452,678,678,704,1055
Reserves,3236,4265,8132,9674,10647,10945,12245,20136,21774,25477,34177,39924
Borrowings,5131,6069,10349,10374,11534,13136,11930,14130,13792,19922,17222,19170
  └─ Long term Borrowings,4086,4786,9444,7570,8100,8261,7469,8501,6618,9981,8039,10250
  └─ Short term Borrowings,824,956,698,1907,2843,3408,3194,4260,5547,7371,6605,5644
  └─ Lease Liabilities,0,0,0,0,0,1366,1266,1369,1627,2571,2578,3275
  └─ Other Borrowings,220,327,208,897,591,101,0,0,0,0,0,
Other Liabilities,8971,9199,13322,16716,20257,20636,23258,21008,25086,38101,39768,50346
  └─ Non controlling int,1014,1512,2232,2960,3480,3565,4023,1776,1925,2061,2248,2680
  └─ Trade Payables,4864,5163,7300,9026,10661,10309,11141,11360,14136,22617,23669,28165
  └─ Advance from Customers,639,226,168,212,162,273,331,592,599,791,891,
  └─ Other liability items,2453,2298,3621,4519,5954,6489,7764,7279,8425,12632,12960,19502
Total Liabilities,17425,19665,31944,36974,42754,45033,47749,55726,61330,84178,91870,110495
Fixed Assets,6129,7147,12193,14712,18423,20750,20099,21411,23147,30122,33181,38576
  └─ Land,597,677,720,790,915,986,1048,1310,1519,2103,2891,
  └─ Building,2508,2446,3072,4019,5399,7437,8047,8556,10040,13836,16000,
  └─ Plant Machinery,8188,4494,6535,8539,12092,14044,14875,16740,19120,27713,35460,
  └─ Equipments,113,39,90,119,272,358,382,406,403,502,324,
  └─ Computers,221,64,144,226,282,347,376,479,535,785,989,
  └─ Furniture n fittings,407,234,311,456,753,1055,1109,1228,1445,1664,1011,
  └─ Vehicles,60,20,28,164,166,337,334,432,509,1175,1380,
  └─ Intangible Assets,375,301,1957,2285,2338,2449,2496,3404,3836,5827,6695,9310
  └─ Other fixed assets,176,65,2701,3243,3200,3665,3826,4344,4749,6393,7058,
  └─ Gross Block,12644,8339,15559,19841,25417,30678,32494,36898,42156,59999,71809,
  └─ Accumulated Depreciation,6515,1192,3366,5129,6994,9928,12394,15487,19009,29878,38628,
CWIP,956,1397,1935,2585,1067,852,877,1310,1478,2498,2646,4016
Investments,65,590,474,792,855,796,846,6462,6290,6521,6600,7238
Other Assets,10276,10531,17343,18885,22409,22635,25926,26543,30415,45037,49444,60666
  └─ Inventories,3750,2285,3072,4013,4663,5157,4996,6442,7823,9139,10787,12647
  └─ Trade receivables,3014,4654,4655,5624,6166,5178,5693,6573,8514,15637,17431,19881
  └─ Cash Equivalents,1892,1772,4887,2782,3547,4879,5906,4999,4699,6986,6289,8234
  └─ Loans n Advances,112,84,243,277,218,252,283,309,378,516,595,2112
  └─ Other asset items,1508,1737,4486,6190,7814,7170,9049,8220,9003,12759,14342,17792
Total Assets,17425,19665,31944,36974,42754,45033,47749,55726,61330,84178,91870,110495
