Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,22,22,22,22,22,22,22,22,22,22,22,19
Reserves,936,932,984,1036,1083,1114,1040,1065,1042,1047,934,563
Borrowings,925,962,878,955,903,779,903,860,754,636,582,0
  └─ Long term Borrowings,265.53,245.40,163.80,220.08,165.59,121.48,128.24,291.08,226.47,140.31,60.13,0.00
  └─ Short term Borrowings,595.30,627.24,630.34,634.08,635.97,619.71,775.17,568.85,527.36,495.23,521.90,0.00
  └─ Other Borrowings,63.95,89.47,83.97,100.90,101.89,37.57,0.00,0.00,0.00,0.00,-0.01,
Other Liabilities,628,640,696,710,696,718,423,443,371,486,509,39
  └─ Trade Payables,455.58,496.78,528.10,539.42,483.67,527.14,342.15,376.65,318.75,419.66,438.11,0.00
  └─ Advance from Customers,8.90,4.61,6.57,11.07,9.62,10.57,6.71,7.25,6.50,12.33,5.80,
  └─ Other liability items,163.25,138.75,161.45,159.61,203.08,180.70,73.81,59.09,45.53,54.27,65.18,39.31
Total Liabilities,2510,2556,2581,2724,2705,2633,2388,2391,2189,2191,2047,622
Fixed Assets,934,906,881,852,825,785,772,723,662,643,633,105
  └─ Land,94.88,95.88,95.72,95.93,93.62,80.65,80.65,51.61,19.24,19.24,19.24,
  └─ Building,160.40,162.75,162.95,163.77,167.18,167.75,177.79,180.05,178.76,183.15,184.64,
  └─ Plant Machinery,782.30,825.30,844.82,864.64,886.83,902.00,926.56,946.56,953.97,970.12,995.85,
  └─ Equipments,280.86,34.68,27.58,28.08,28.20,28.42,11.55,11.59,11.59,11.96,12.56,
  └─ Computers,4.13,4.36,4.40,4.46,4.61,4.67,4.80,4.90,5.10,5.52,5.89,
  └─ Furniture n fittings,8.79,9.83,9.97,10.07,10.10,10.16,10.16,10.21,10.24,10.37,10.53,
  └─ Vehicles,8.05,9.23,10.98,11.17,9.56,9.91,9.19,7.31,7.19,7.99,8.29,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11
  └─ Other fixed assets,112.01,241.63,264.52,278.24,290.40,305.25,335.00,350.72,371.87,391.06,415.17,
  └─ Gross Block,1451.42,1383.66,1420.94,1456.36,1490.50,1508.81,1555.70,1562.95,1557.96,1599.41,1652.17,
  └─ Accumulated Depreciation,517.69,478.08,539.70,604.00,665.68,723.97,783.81,839.85,895.99,956.71,1019.06,
CWIP,91,99,102,100,100,115,99,85,78,66,57,0
Investments,1,1,1,1,1,0,1,1,1,1,1,13
Other Assets,1485,1551,1597,1771,1780,1733,1517,1582,1449,1482,1357,504
  └─ Inventories,791,837,855,859,918,978,588,660,673,709,690,0
  └─ Trade receivables,446,491,500,612,559,396,375,447,280,379,345,0
  └─ Cash Equivalents,33,37,13,9,21,21,26,18,18,20,19,112
  └─ Loans n Advances,0,50,57,58,56,31,68,62,59,68,53,3
  └─ Other asset items,214,136,173,232,226,307,461,395,420,305,249,388
Total Assets,2510,2556,2581,2724,2705,2633,2388,2391,2189,2191,2047,622
