Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,12,12,12,12,46
Reserves,30,35,37,36,38,8
Borrowings,17,26,14,11,22,42
  └─ Long term Borrowings,3.65,5.45,4.70,2.68,0.57,0.00
  └─ Short term Borrowings,12.97,20.53,9.47,8.06,20.93,41.69
  └─ Other Borrowings,-0.01,0.00,0.00,0.00,0.00,
Other Liabilities,4,7,5,3,2,10
  └─ Trade Payables,1.39,3.04,0.58,1.33,1.27,7.69
  └─ Advance from Customers,0.60,3.22,3.38,0.55,0.30,
  └─ Other liability items,2.20,0.94,1.23,1.00,0.91,1.84
Total Liabilities,61,80,68,61,74,105
Fixed Assets,14,17,16,13,11,11
  └─ Building,0.00,19.72,22.76,23.11,24.01,
  └─ Plant Machinery,1.31,1.62,1.57,1.22,1.20,
  └─ Equipments,0.00,0.00,0.00,0.37,0.35,
  └─ Computers,0.05,0.07,0.10,0.11,0.13,
  └─ Furniture n fittings,0.12,0.12,0.12,0.12,0.22,
  └─ Vehicles,16.84,2.92,3.13,2.41,2.51,
  └─ Intangible Assets,0.31,0.31,0.31,0.31,0.31,0.31
  └─ Other fixed assets,0.00,0.00,0.01,0.00,0.00,
  └─ Gross Block,18.63,24.76,28.00,27.65,28.73,
  └─ Accumulated Depreciation,4.46,7.72,11.65,14.53,17.71,
CWIP,0,0,0,0,0,0
Investments,0,2,3,5,5,5
Other Assets,47,60,48,43,58,89
  └─ Inventories,2,2,1,2,2,4
  └─ Trade receivables,36,46,38,31,51,78
    └─ Receivables over 6m,0.00,5.45,12.33,7.39,7.17,
    └─ Receivables under 6m,37.50,42.41,27.37,23.53,43.72,
    └─ Prov for Doubtful,-1.23,-1.54,-1.54,-0.18,-0.25,
  └─ Cash Equivalents,0,0,3,7,2,0
  └─ Loans n Advances,2,3,1,1,1,1
  └─ Other asset items,6,9,4,3,1,6
Total Assets,61,80,68,61,74,105
