Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,1,1,7,9,11,14
Reserves,10,11,11,13,9,24,54,108
Borrowings,24,24,30,31,33,34,34,41
  └─ Long term Borrowings,6.02,9.85,15.62,15.59,14.18,13.12,16.47,26.44
  └─ Short term Borrowings,17.51,14.03,14.71,15.75,19.13,20.57,17.63,14.26
  └─ Other Borrowings,0.00,-0.01,0.00,0.00,-0.01,0.00,0.00,
Other Liabilities,22,15,7,17,12,5,7,8
  └─ Trade Payables,18.47,10.94,4.03,12.12,9.12,3.24,4.86,4.42
  └─ Other liability items,3.11,3.93,2.52,4.74,2.92,2.18,1.97,3.13
Total Liabilities,56,51,49,62,61,72,105,170
Fixed Assets,6,6,5,8,6,7,8,8
  └─ Building,2.07,2.07,0.00,0.00,2.66,3.92,3.92,
  └─ Plant Machinery,1.81,2.09,1.94,5.12,6.72,7.17,7.32,
  └─ Equipments,0.00,0.00,1.97,1.87,0.00,0.00,0.00,
  └─ Computers,0.09,0.13,0.08,0.12,1.00,1.08,1.16,
  └─ Furniture n fittings,1.43,1.60,1.34,1.14,2.84,2.84,3.21,
  └─ Vehicles,0.94,1.05,0.49,0.23,2.12,2.12,3.25,
  └─ Other fixed assets,0.00,-0.01,0.00,0.00,-0.01,0.00,0.00,
  └─ Gross Block,6.34,6.93,5.82,8.48,15.33,17.13,18.86,
  └─ Accumulated Depreciation,0.00,1.31,0.86,0.93,8.85,9.65,10.71,
CWIP,1,1,1,1,1,0,0,0
Investments,1,1,1,1,1,1,1,1
Other Assets,48,43,42,53,53,64,97,161
  └─ Inventories,14,21,20,23,26,28,39,31
  └─ Trade receivables,23,12,12,20,16,20,32,58
    └─ Receivables over 6m,1.97,2.27,3.06,3.24,1.32,5.43,3.85,
    └─ Receivables under 6m,21.47,9.55,8.43,16.47,15.01,14.13,28.23,
  └─ Cash Equivalents,6,7,3,4,4,4,6,6
  └─ Loans n Advances,1,1,4,3,2,6,4,62
  └─ Other asset items,3,3,3,4,4,6,15,4
Total Assets,56,51,49,62,61,72,105,170
