Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.71,0.71,0.86,10,10,11
Reserves,6,7,19,54,114,202
Borrowings,4,11,5,4,0,6
  └─ Long term Borrowings,3.92,9.63,4.25,2.73,0.00,2.16
  └─ Short term Borrowings,0.44,1.09,0.91,1.13,0.00,3.48
  └─ Other Borrowings,0.01,-0.01,0.00,0.00,0.00,
Other Liabilities,5,13,37,24,28,38
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.30
  └─ Trade Payables,4.63,12.50,29.07,16.57,15.15,17.94
  └─ Advance from Customers,0.00,0.00,4.24,1.16,2.20,
  └─ Other liability items,0.41,0.76,4.00,5.94,10.94,19.28
Total Liabilities,16,32,62,92,153,256
Fixed Assets,4,5,8,12,35,38
  └─ Land,0.18,0.18,1.48,3.50,11.12,
  └─ Building,0.30,0.42,0.67,2.17,10.62,
  └─ Plant Machinery,1.31,1.41,2.76,8.81,14.59,
  └─ Equipments,2.59,3.54,1.12,0.26,1.98,
  └─ Computers,0.01,0.01,0.49,0.10,0.13,
  └─ Furniture n fittings,1.45,1.47,1.37,0.46,0.75,
  └─ Vehicles,0.27,0.98,1.36,1.03,2.84,
  └─ Other fixed assets,0.58,0.45,2.32,0.00,-0.01,
  └─ Gross Block,6.69,8.46,11.57,16.33,42.02,
  └─ Accumulated Depreciation,2.62,3.15,3.76,4.46,7.33,
CWIP,0,0,0,0,6,62
Investments,2,2,8,19,22,11
Other Assets,11,24,47,62,90,144
  └─ Inventories,1,0,6,0,16,28
  └─ Trade receivables,9,14,22,29,27,53
  └─ Cash Equivalents,0,0,1,12,20,7
  └─ Loans n Advances,0,0,1,2,5,51
  └─ Other asset items,0,9,17,18,21,6
Total Assets,16,32,62,92,153,256
