Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,10,10,11,11,11
Reserves,9,12,20,26,36,81,82,92
Borrowings,29,22,50,34,58,57,132,131
  └─ Long term Borrowings,7,5,6,4,26,39,63,55
  └─ Short term Borrowings,20,16,45,31,32,18,69,77
  └─ Other Borrowings,2,1,0,-0,-0,0,0,
Other Liabilities,2,3,10,5,7,7,11,34
  └─ Trade Payables,0.53,0.52,2.44,1.61,3.17,2.41,3.98,8.97
  └─ Advance from Customers,0.00,0.00,4.56,0.11,0.01,0.00,0.00,
  └─ Other liability items,1.76,2.31,2.72,2.88,3.56,4.15,6.84,24.93
Total Liabilities,50,47,90,75,111,156,236,268
Fixed Assets,15,18,22,26,40,40,150,148
  └─ Land,0.00,1.25,5.30,8.76,9.02,9.02,9.02,
  └─ Building,0.00,4.55,4.01,4.01,16.15,16.47,54.31,
  └─ Plant Machinery,0.00,11.30,9.42,10.46,17.32,19.04,91.35,
  └─ Equipments,0.00,0.50,0.08,0.19,0.27,0.39,0.99,
  └─ Computers,0.00,0.12,0.25,0.33,0.46,0.52,0.65,
  └─ Furniture n fittings,0.23,0.32,0.19,0.26,0.45,0.56,1.66,
  └─ Vehicles,0.00,4.98,4.61,5.22,6.83,7.07,9.58,
  └─ Other fixed assets,15.22,-0.01,0.00,0.00,-0.01,0.00,0.63,
  └─ Gross Block,15.45,23.01,23.86,29.23,50.49,53.07,168.19,
  └─ Accumulated Depreciation,0.00,5.10,1.61,3.39,10.64,13.21,18.57,
CWIP,0,0,0,4,16,65,0,0
Investments,0,0,0,0,0,0,0,0
Other Assets,35,29,68,45,55,51,87,120
  └─ Inventories,19,11,49,24,23,17,39,55
  └─ Trade receivables,14,14,16,17,26,27,41,49
  └─ Cash Equivalents,0,1,0,1,4,2,4,9
  └─ Loans n Advances,0,0,0,0,1,1,1,1
  └─ Other asset items,1,3,3,2,1,4,2,6
Total Assets,50,47,90,75,111,156,236,268
