Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13.69,13.69,13.69,13.69
Reserves,431.51,430.57,424.34,420.80
Borrowings,10.82,79.16,126.11,163.48
  └─ Long term Borrowings,11,75,119,155
  └─ Short term Borrowings,0,4,8,8
  └─ Other Borrowings,0,-0,0,
Other Liabilities,136.21,78.94,71.77,91.12
  └─ Non controlling int,0,0,1,0
  └─ Trade Payables,126,69,53,56
  └─ Other liability items,10,10,18,35
Total Liabilities,592.23,602.36,635.91,689.09
Fixed Assets,321.95,322.71,323.90,321.57
  └─ Plant Machinery,2,2,3,
  └─ Equipments,0,0,0,
  └─ Computers,0,0,0,
  └─ Furniture n fittings,0,0,0,
  └─ Vehicles,1,1,2,
  └─ Intangible Assets,319,319,319,319
  └─ Other fixed assets,2,2,2,
  └─ Gross Block,324,325,326,
  └─ Accumulated Depreciation,2,2,2,
CWIP,186.50,210.25,253.08,298.81
Investments,0.38,0.53,-0.00,-0.00
Other Assets,83.40,68.87,58.93,68.71
  └─ Inventories,5.86,21.18,35.41,34.64
  └─ Trade receivables,0.55,0.30,0.69,0.23
  └─ Cash Equivalents,5.77,5.36,5.76,6.25
  └─ Loans n Advances,5.56,0.99,0.36,0.00
  └─ Other asset items,65.66,41.04,16.71,27.59
Total Assets,592.23,602.36,635.91,689.09
