Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,1,18,32
Reserves,17,31,40,41,107
Borrowings,77,86,94,133,121
  └─ Long term Borrowings,36,35,32,49,23
  └─ Short term Borrowings,36,47,57,84,98
  └─ Preference Capital,5,5,5,0,0
  └─ Other Borrowings,0,0,0,0,
Other Liabilities,22,19,26,23,30
  └─ Trade Payables,5.24,8.00,11.42,6.02,13.42
  └─ Advance from Customers,0.66,0.32,0.15,0.43,
  └─ Other liability items,15.72,10.69,14.64,16.62,17.01
Total Liabilities,116,137,161,214,291
Fixed Assets,55,73,81,108,108
  └─ Land,1.02,10.60,13.00,27.42,
  └─ Building,5.78,9.76,9.36,12.80,
  └─ Plant Machinery,39.25,49.54,49.44,62.47,
  └─ Equipments,10.49,13.01,14.27,17.70,
  └─ Computers,0.08,0.10,3.51,3.54,
  └─ Furniture n fittings,2.19,2.57,2.63,2.68,
  └─ Vehicles,0.65,0.65,0.94,1.06,
  └─ Intangible Assets,2.81,0.00,0.01,0.00,0.10
  └─ Other fixed assets,0.06,0.07,6.47,6.55,
  └─ Gross Block,62.33,86.30,99.63,134.22,
  └─ Accumulated Depreciation,7.08,13.15,18.97,26.58,
CWIP,1,0,0,1,12
Investments,0,0,0,0,0
Other Assets,60,64,80,106,170
  └─ Inventories,30,36,42,60,78
  └─ Trade receivables,15,16,27,31,37
  └─ Cash Equivalents,3,4,1,2,34
  └─ Loans n Advances,0,0,2,2,16
  └─ Other asset items,12,7,9,12,5
Total Assets,116,137,161,214,291
