Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,6,6,11,11,11,11,11,11
Reserves,9,13,21,28,28,36,55,66,108,118,140
Borrowings,18,18,6,1,3,0,2,0,0,0,0
  └─ Short term Borrowings,17.66,18.45,6.12,1.36,2.64,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,1.87,0.04,0.00,0.00,
Other Liabilities,12,3,4,4,3,3,4,4,7,8,29
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.62
  └─ Trade Payables,0.07,0.00,0.02,0.00,0.07,0.00,0.19,0.04,0.08,0.11,0.04
  └─ Advance from Customers,9.77,0.30,0.05,0.00,0.00,0.00,0.37,0.95,3.49,4.44,
  └─ Other liability items,2.00,3.10,3.90,4.31,2.75,3.43,3.66,2.59,3.00,3.12,9.79
Total Liabilities,45,41,38,40,40,50,72,80,125,136,180
Fixed Assets,0,0,0,1,1,0,1,1,1,1,3
  └─ Building,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,
  └─ Plant Machinery,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.00,0.00,
  └─ Equipments,0.17,0.19,0.19,0.69,0.44,0.44,0.54,0.50,0.27,0.29,
  └─ Computers,0.55,0.56,0.85,1.01,1.08,1.19,1.33,1.39,1.55,1.75,
  └─ Furniture n fittings,1.09,0.18,0.22,0.30,0.64,0.64,0.86,0.93,0.99,1.08,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09
  └─ Other fixed assets,0.01,0.01,0.01,0.01,0.04,0.03,0.72,0.73,0.69,0.71,
  └─ Gross Block,1.84,0.96,1.29,2.03,2.22,2.32,3.47,3.57,3.90,4.23,
  └─ Accumulated Depreciation,1.76,0.88,0.99,1.28,1.61,1.84,2.16,2.58,2.99,3.35,
CWIP,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,2,17,39,48,31,105
Other Assets,45,41,38,39,39,47,53,41,76,104,72
  └─ Inventories,35.80,33.24,25.02,24.19,32.62,34.05,31.68,23.77,56.99,71.45,26.98
  └─ Trade receivables,0.47,1.47,2.29,2.61,1.23,1.54,3.35,3.36,4.80,6.16,8.46
  └─ Cash Equivalents,1.26,2.80,5.78,7.78,1.45,1.57,5.44,2.57,4.80,2.71,1.30
  └─ Loans n Advances,0.01,0.02,0.04,0.07,1.63,0.17,0.34,1.30,0.62,1.10,10.41
  └─ Other asset items,7.17,3.57,4.53,4.26,2.38,9.41,12.15,9.69,8.60,22.68,24.80
Total Assets,45,41,38,40,40,50,72,80,125,136,180
