Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,19,19,19,19,19,19,19,19,19,19,19,19,
Reserves,235,260,285,359,451,438,498,569,648,841,899,943,
Borrowings,327,311,275,216,280,359,253,302,329,178,187,154,
  └─ Long term Borrowings,101,62,107,69,83,73,89,61,66,27,0,0,
  └─ Short term Borrowings,185,175,157,105,177,245,163,234,256,147,184,151,
  └─ Lease Liabilities,0,0,0,0,0,0,1,8,7,5,3,3,
  └─ Other Borrowings,41,73,11,42,20,41,0,0,0,0,0,,
Other Liabilities,153,142,144,195,197,167,186,183,215,201,201,239,
  └─ Non controlling int,3,4,5,8,9,10,11,13,15,16,18,20,
  └─ Trade Payables,89,90,99,111,119,84,112,107,129,96,104,126,
  └─ Advance from Customers,0,1,1,3,2,2,2,2,2,0,0,,
  └─ Other liability items,61,47,38,73,68,72,60,61,70,88,78,93,
Total Liabilities,735,732,723,789,948,983,956,1074,1212,1239,1306,1356,
Fixed Assets,258,259,247,260,322,364,359,358,351,337,377,422,
  └─ Land,4.41,4.37,4.37,4.59,4.74,4.94,4.97,4.86,5.05,4.92,5.11,,
  └─ Building,80.09,91.69,92.44,96.61,126.42,131.03,131.82,144.66,145.68,146.85,176.08,,
  └─ Plant Machinery,453.48,470.80,482.24,517.62,581.15,649.52,670.32,676.77,704.36,727.57,772.64,,
  └─ Equipments,4.66,4.58,7.49,8.49,9.62,10.10,10.23,8.68,9.68,10.23,13.20,,
  └─ Furniture n fittings,19.72,20.35,21.04,23.29,25.08,27.27,27.70,28.01,29.28,31.90,42.33,,
  └─ Vehicles,5.16,5.27,5.27,5.14,5.30,5.47,5.52,5.29,5.39,5.35,5.35,,
  └─ Intangible Assets,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,3.13,
  └─ Other fixed assets,5.97,6.46,7.02,7.30,7.56,7.80,7.90,4.65,9.70,11.54,12.57,,
  └─ Gross Block,573.97,604.00,620.35,663.52,760.35,836.61,858.94,873.40,909.62,938.84,1027.76,,
  └─ Accumulated Depreciation,315.74,344.54,373.40,403.90,438.13,472.72,500.39,515.61,558.43,602.14,651.21,,
CWIP,4,5,9,15,15,16,10,11,28,43,40,43,
Investments,0,0,6,14,13,12,12,34,36,44,58,74,
Other Assets,473,468,461,500,598,591,575,671,796,815,832,818,
  └─ Inventories,164,145,172,158,268,227,203,289,369,418,437,434,
  └─ Trade receivables,200,226,194,233,215,200,209,215,224,172,216,244,
    └─ Receivables over 6m,32,68,0,0,0,0,0,29,35,27,22,,32
    └─ Receivables under 6m,173,162,226,263,250,235,237,205,218,171,217,,156
    └─ Prov for Doubtful,-5,-4,-32,-30,-35,-34,-28,-19,-29,-25,-23,,-4
  └─ Cash Equivalents,28,32,22,29,31,78,76,68,83,101,56,33,
  └─ Loans n Advances,4,4,8,11,18,12,10,14,17,22,31,8,
  └─ Other asset items,77,61,65,69,66,74,77,85,103,102,92,98,
Total Assets,735,732,723,789,948,983,956,1074,1212,1239,1306,1356,
